0;12320;;"07";Com o desenvolvimento das colônias, o emprego na Inglaterra diminuiu.
12640;16200;;"07";Muitas fábricas fecharam, criando uma massa de desempregados.
16520;19620;;"07";Além disso, os rumores estavam por todos os lados.
19980;21960;;"07";Algo grande estava para acontecer no mundo.
22300;26380;;"07";Em breve, surgiria a guerra para acabar com todas as guerras.
27400;28540;;"07";Ou assim se pensava.
28540;32820;;"07";Episódio de hoje, A Caçada dos Justos.
33480;38500;;"07";Com a Ju, madrinha do RPGuacha, e que de vez em quando aparece no Fim do Universo Podcast.
38940;41240;;"07";Eles têm alguns episódios com aventuras, igual ao RPGuacha,
41640;46020;;"07";embora eles agora tenham dado mais uma parada e ficado mais discutindo o tema.
46320;50460;;"07";Mesmo assim, é um podcast maravilhoso que eu recomendo vocês a estarem conhecendo.
51140;54820;;"07";Com o Rafael Telemann, que é padrinho, ele tem um podcast chamado Gerência e Experiência,
54820;56120;;"07";que é um podcast de administração.
56660;58520;;"07";E volta e meia, ele está lá no Ego Aqui.
58540;60360;;"07";Que é um podcast de humor.
60860;65120;;"07";Com o João Paulo Bunch, padrinho do RPGuacha, e criador do Paralelo B,
65500;69700;;"07";o plágio oficial do RPGuacha, que embora esteja no hiato agora,
70040;73420;;"07";conta com episódios maravilhosos que vocês deveriam conhecer.
74040;75680;;"07";Esse é o segundo episódio da semana.
76260;79180;;"07";Estamos vindo de uma maratona de três episódios extras,
79460;82040;;"07";que foram proporcionados pela Fanta.
82360;84160;;"07";Você já agradeceu a Fanta hoje?
84160;88440;;"07";Já foi nas redes sociais, no Twitter da Fanta, ou no Instagram da Fanta?
88540;89620;;"07";Os links estão aqui no post.
89620;94080;;"07";É só procurar por Fanta BR, Fanta Brasil, que tu acaba encontrando.
94080;99180;;"07";Graças à Fanta, tivemos três episódios extras no mês de dezembro.
99180;104760;;"07";Eles estavam fazendo lá uma ação junto com a CCCP Worlds 21,
104760;107500;;"07";entraram em contato comigo para fazer essa divulgação,
107500;111460;;"07";para fazer esses episódios extras, e foi uma parceria maravilhosa.
111460;116860;;"07";Mas e aí, com o RPGuacha, duas vezes por semana, conseguiu acompanhar tudo?
116860;117900;;"07";Já conseguiu ouvir os episódios extras?
117900;118500;;"07";Já conseguiu ouvir os episódios extras? Já conseguiu ouvir os episódios extras?
118500;119000;;"07";Já conseguiu ouvir os episódios extras?
119000;120180;;"07";Não sabe do que eu estou falando?
120180;121620;;"07";Dá uma olhada no feed aí.
121620;123580;;"07";Vai lá, tem três episódios extras.
123580;128500;;"07";Escuta, diga o que você achou, diz para mim, diz para a Fanta, diz lá no post.
128500;131600;;"07";A gente vai gravar guachaverso disso ainda, mais para frente.
131600;133980;;"07";Acompanhou o que a Fanta fez lá na CCCP?
133980;137580;;"07";Se não acompanhou, dá uma olhadinha no perfil do Instagram da Fanta.
137580;140540;;"07";E não esqueça, game pede Fanta.
140540;143700;;"07";E sempre que tu for tomar uma Fanta, lembra do RPGuacha.
143700;146420;;"07";Ou sempre que você for pedir algo para acompanhar,
146420;148260;;"07";seus jogos, seus snacks,
148260;150420;;"07";seu almoço, seu lanche,
150420;151700;;"07";pede uma Fanta.
151700;155580;;"01";O Realidades Paralelas do Guaxinim usa o sistema Guaxinim Zangambiarras.
155580;160260;;"01";Nele, cada jogador possui apenas um único atributo que vai de 2 a 5.
160260;163200;;"01";Quanto maior o atributo, mais atlético é o personagem.
163200;165880;;"01";Quanto menor, mais inteligente e carismático.
165880;168500;;"01";Sempre que o jogador faz algo com uma chance de errar,
168500;171060;;"01";joga dois dados e precisa tirar seu atributo,
171060;174420;;"01";ou menos para ataques e ações físicas,
174420;177720;;"01";e seu atributo ou mais para ações intelectuais ou sociais.
177720;179920;;"01";Se a jogada for fácil ou tiver auxílio,
179920;181160;;"01";joga um dado a mais.
181160;183160;;"01";Se a jogada for difícil,
183160;184640;;"01";rola-se um dado a menos.
184640;187320;;"01";Eu sou o Mazan, sou padrinho do RPGuacha,
187320;190960;;"01, 07";porque RPG sempre é bom com amigos.
190960;192520;;"07";Não deixe de seguir nas redes sociais,
192520;195240;;"07";arroba Marcelo Guaxinim, arroba RPGuacha,
195240;197240;;"07";tanto no Twitter quanto no Instagram.
197240;200000;;"07";Considere-se também em se tornar nosso padrinho,
200000;201960;;"07";lá pelo PicPay ou pelo Padrim.
201960;204160;;"07";Falo mais sobre isso no Escudo Mestre,
204160;205640;;"07";ao final do episódio.
207720;215720;;"02";E aí, vocês estão na taverna?
215720;217720;;"01";Rola os dados.
217720;219720;;"01, 02";Bola de fogo!
219720;221720;;"03";Chama o...
221720;223720;;"03";Chama o clérigo.
223720;225720;;"03";Como assim eu morri?
225720;227720;;"09, 08, 03";Rola a iniciativa.
227720;231720;;"09, 03";Então, não tem armadilha, podemos ir.
231720;233720;;"09";O que vocês fazem?
233720;235720;;"09, 08, 00";Tá, tá, eu amarro uma corda, né?
235720;237720;;"00";Tá, tá, eu amarro uma corda, né?
237720;239720;;"00, 07";Eu uso as telas e uso como arma.
239720;240720;;"07";Eu ataco.
240720;244720;;"07, 04, 08";O mago lança seu Thunderbolt mais 15 no Ube Holder.
244720;247720;;"07, 04, 00, 08";Ih, eu quero rolar a percepção, posso?
247720;249720;;"04";Tem algum lugar pra se esconder?
249720;252720;;"00, 08";Ah, falha a crítica.
252720;253720;;"00, 08";Ataque de superioridade!
253720;256720;;"00, 08";Ei, arrumando! Chama o clérigo!
258720;262720;;"00";RPG, Realidades Paralelas do Guaxinim.
262720;265720;;"00";Sua aventura de bolso na forma de podcast.
265720;268720;;"00";Uma jornada completa a cada episódio.
281720;284720;;"07";Quando a maioria das fábricas se deslocou para as colônias,
284720;288720;;"07";um contingente grande de trabalhadores ficou desempregado.
288720;290720;;"07";Alguns tiveram a sorte de manter suas moradias,
290720;293720;;"07";aquelas que eram próximas às fábricas que agora estão abandonadas.
293720;296720;;"07";Outros não tiveram a mesma sorte e foram despejados.
296720;301720;;"07";E embora o inverno rigoroso do ano anterior tenha ajudado a diminuir esses números,
301720;303720;;"07";eles ainda são muitos.
