0;15380;;"13";Quando o casal O'Sullivan chegou à capital da República da Irlanda, foi como se eles tivessem viajado no tempo.
16020;24140;;"13";Vindos de uma vida sem luxos ou modernidades, se viram jogados em uma cidade grande sem documentos, sem registros e com um bebê.
24140;30960;;"13";Um bebê chamado Joy, que cresceria, conheceria o amor e então iria atrás de suas origens.
31620;38500;;"13";Mesmo que involuntariamente, pois um dia o olho de Deus levou o seu pai e agora veio buscá-lo.
40780;43360;;"13";Episódio de hoje, o olho de Deus.
45840;49360;;"13";Coaxele, do RPG Next e aqui do RPG Guaxa.
50340;54020;;"13";Com o Filipe Xavier, do Nossa Poesia, Arquivos da Patrulha.
54180;55680;;"13";E aqui, do RPG Guaxa.
56080;58580;;"13";E com o Danilo Battistini, lá do Contador de Histórias.
58900;62760;;"13";Conheça esse projeto maravilhoso, em especial, Dias Digitais.
63680;68400;;"06";O Realidades Paralelas do Guaxinim usa o sistema Guaxinins e Gambiarras.
68800;73560;;"06";Nele, cada jogador possui apenas um único atributo que vai de 2 a 5.
73980;77240;;"06";Quanto maior o atributo, mais atlético o personagem.
77740;80660;;"06";Quanto menor, mais inteligente e carismático.
81280;83780;;"06";Sempre que o jogador faz algo com uma chance de errar,
84140;89640;;"06";joga dois dados e precisa tirar seu atributo ou menos para ataques e ações físicas
89640;93960;;"06";e seu atributo ou mais para ações intelectuais ou sociais.
94900;99020;;"06";Se a jogada for fácil ou tiver algum auxílio, joga um dado a mais.
99640;102960;;"06";Se a jogada for difícil, rola-se um dado a menos.
104580;109400;;"06";Eu sou o Jonatas Pessoa e sou padrinho do RPG Guaxa
109400;113740;;"06";porque a cada nova aventura, um mundo novo se expande.
114140;117880;;"06";A realidade se abre e nós podemos ter novas oportunidades,
118060;120680;;"06";tanto para nos divertirmos, para chorarmos
120680;125320;;"06";e com certeza para conhecer novas pessoas na taverna, que é uma maravilha.
125820;127120;;"13";Não deixe de seguir nas redes sociais,
127240;129040;;"13";arroba o Marcelo Guaxinim, arroba a RPG Guaxa,
129200;130700;;"13";tanto no Twitter quanto no Instagram.
131080;133740;;"13";Considere também nos apoiar pelo PicPay ou pelo Padrim.
133960;135740;;"13";A TGGS faz parte do grupo do Telegram,
135900;137920;;"13";que grava as regras como você acabou de ouvir,
137920;139700;;"13";que grava a voz de NPCs,
139780;141060;;"13";que recebe o episódio antes,
141260;143640;;"13";que faz parte de uma comunidade maravilhosa.
144140;148460;;"13";Essa aventura pode conter cenas com descrição de sangue, morte e suicídio,
148620;151160;;"13";não necessariamente lidando com todos esses temas.
151560;152260;;"13";Ficou o aviso.
166620;171000;;"00";Sete realidades paralelas, com uma infinidade de possibilidades.
171660;173600;;"00";Três jogadores e um guaxinim.
174140;177200;;"00";Cuidado com o vão entre o trem do hype e a plataforma.
177780;181780;;"00";Aguarde a aventura parar totalmente para embarcar e boa viagem.
185180;185860;;"00";Cinco.
188040;188760;;"00";Quatro.
190960;191680;;"01, 00";Três.
193520;194280;;"08, 00";Dois.
199020;201860;;"01";RPG. Realidades Paralelas do Guaxinim.
202220;203980;;"01";Sua aventura de bolso na forma de...
204140;204640;;"01";Podcast.
205100;207640;;"01";Uma jornada completa a cada episódio.
223500;226000;;"13";Quando Joy O'Sullivan, ainda era um bebê,
226140;228260;;"13";sua mãe e seu pai chegaram à cidade grande,
