0;800;"05";Estamos prontos?
1140;1980;"13";Estamos sim!
2440;4780;"13";Ah, você prefere mestre ou narrador?
4960;6660;"05";Na verdade, eu prefiro guache.
8780;13240;"05";Olá, eu sou Marcelo Guaxinim, e antes dos nossos queridos jogadores se apresentarem,
13320;18300;"05";eu queria convidar você para ir no prêmio mpb.com.br.
18720;23780;"05";MPB não é de música popular brasileira, é de melhores podcasts do Brasil.
24080;28640;"05";O RPG Guache está concorrendo na categoria Ficção e Fantasia.
28640;34600;"05";O prêmio é uma oportunidade para você estar conhecendo novos podcasts dos mais variados temas
34600;42320;"05";e ajudar, mais uma vez, a usar a força dos guaxinims, o guaxapower,
43000;46040;"05";para, mais uma vez, ajudar o podcast a ficar conhecido.
46500;52200;"05";Seria maravilhoso ficar no top 10, no top 5, talvez, de ficção e fantasia.
52660;56600;"05";Então vai lá, prêmio mpb.com.br.
56600;58440;"05";Você cria o seu cadastro.
58640;61720;"05";Você pode conhecer um monte de podcasts maravilhosos.
61780;64980;"05";Votar, né? Também outros podcasts que você escute.
65440;70240;"05";Mas o principal que eu peço a vocês é votar no RPG Guache em Ficção e Fantasia.
70460;74080;"05";Se votar uma vez, fico eternamente grato.
74220;80340;"05";Mas, sempre que você lembrar, você pode, uma vez por dia, dar seu voto.
80580;83740;"05";Então vota hoje, vota amanhã, vota depois.
84680;85780;"05";Esqueceu? Acontece.
85840;88520;"05";Mas aí, fim de semana, sentou no computador para jogar.
88640;90700;"05";Lá, o seu RPG via Discord.
91000;92920;"05";Antes da jogatina, vota.
93260;96520;"05";Peço para os seus amigos lá da mesa, lembrem-se de votar no RPG Guache também.
96520;100080;"05";Então, por favor, peço sua ajuda, seu apoio.
100400;104360;"05";RPG Guache, prêmio mpb.com.br.
104600;106320;"05";Ficção e fantasia.
106840;111960;"05";Quero muito ganhar, quero muito me classificar numa posição bacana.
112360;114120;"05";E isso depende de você.
114420;117860;"12";Olá, eu sou a Juleiva e vocês me encontram no Arroba Guachete.
117960;118520;"10, 12";Oi, aqui é...
118640;119100;"10";A Shelly.
119340;123380;"10";E vocês me encontram no Instagram e no BlueSky com o Arroba Shelly Poison.
123720;126240;"10";E também no RPG Next em Aventuras Antigas.
126360;126880;"10, 09";Oi, galera.
127180;130560;"09";Aqui é a Fabiola e vocês me encontram na Taberna do Guaxinim.
130700;132040;"09";Venham virar apoiadores.
132520;137220;"00";O Realidades Paralelas do Guaxinim usa o sistema Guaxinins e Gambiarras.
137740;141920;"00";Nele, cada jogador possui apenas um atributo, que vai de 2 a 5.
