0;8140;"17";O primeiro RPG japonês que eu joguei até o fim veio no Playstation 1 e se chamava Final Fantasy 7.
8500;11600;"17";Eu amei o jogo, achei maravilhoso tudo.
11880;19820;"17";Eu comprei o 8 e me decepcionei ao descobrir que ele não tinha absolutamente nada a ver com a história do 7.
20040;21680;"17";Aquela história não continuava.
21960;26420;"17";De lá pra cá eu joguei muitos RPGs japoneses, os famosos JRPGs.
26420;30880;"17";E acho que isso acaba influenciando um pouco a maneira que eu narro aqui.
31080;37240;"17";Eu acho engraçado que muitos dos JRPGs, principalmente os clássicos, envolvem uma criança que foi escolhida
37240;45980;"17";e que em poucos dias ela é simplesmente o ser mais forte do mundo, capaz de derrotar o mal que iria destruir o planeta.
46360;48240;"17";E eu sempre quis saber o que acontecia depois.
48760;50740;"17";E esse episódio é a minha história.
51560;54960;"17";É o meu JRPG, entre muitas aspas.
54960;57620;"17";E eu vou começar ele pelo fim.
57920;61020;"17";Pra que a gente já possa jogar a continuação.
62940;65380;"17";Episódio de hoje, Sonhos de Ananda.
66100;69720;"05, 17";Olá, eu sou o Marcelo Guaxinim, sou o guaxa da aventura de hoje. Estou aqui com...
69720;70840;"05";Oi, eu sou a Agatha.
71040;74440;"05";Vocês podem me encontrar no Twitter como AgathaSofiaUnderline.
74860;78120;"05";Eu também tenho um podcast sobre videogames mensalmente.
78320;80540;"05";Ele se chama O Buraco Atrás do Pôster.
80940;82180;"05";Sim, o nome é estranho.
82180;84520;"05";Mas o podcast é bom, o podcast é bom. Vai lá escutar.
84960;86560;"03";Alô, alô, aqui é o Luco.
86880;88960;"03";Vocês me encontram nas redes sociais por
88960;94600;"03";E eu também tenho um podcast que é o
94600;100060;"03";É um podcast de audiodrama e RPG.
100420;101540;"07";Olá, eu sou a Mel.
102060;105340;"07";E você me encontra em qualquer rede social como
105340;109700;"07";Eu tenho um podcast também, mas ele está em pausa.
109700;113600;"07";Mas vai lá escutar, tem bastante conteúdo no Projeto Drama.
114960;117460;"12";Olá, eu sou a Agatha, seja bom ver vocês aqui.
118120;122560;"12";Olá, quem mePor a hora, sis, E eu sugiromek fork aeo nessa l Legendas por favor.
122900;124760;"12";E주�uvem tudo que eu sou sama Temmyra beans active
125000;138080;"12";Ccersa que o próximo vídeo vai ser vídeo OFF
138080;140980;"12";Ostes perolas do guaxinim, usa o sistema guaxinis e gambiarras.
140980;143480;"12";Neles, cada jogador possuia apenas um único atributo que vai de dois a cinco, quanto maior
143520;144920;"12";o atributo mais atlético ao personagem. Quanto menor, mais inteligente e carismático.
144920;152160;"12";Se a jogada for fácil ou tiver algum auxílio, joga um dado a mais.
152680;156240;"12";Se a jogada for difícil, rola-se um dado a menos.
157240;163400;"12";Eu sou o Alan Felipe e sou padrinho do RP Guaxia porque o podcast é maravilhoso,
164060;167400;"12";mas a comunidade da taberna é incrível.
168160;172960;"12";Não existe nenhum lugar mais acolhedor e diverso do que a nossa taberna.
172960;184080;"17, 12";Não deixe de seguir nas redes sociais e considere apoiar esse projeto lá no apoia.se barra rp guaxia.
184520;187980;"17";A partir de 10 reais você faz parte do grupo do Telegra e será muito bem-vindo.
188300;189560;"17";E agora, boa aventura.
199560;202940;"14";Sete realidades paralelas, uma infinidade.
202960;207420;"14";Três possibilidades, três jogadores e um guaxinim.
209040;215100;"14";Respeitável público, não deixem a boba comer sua pipoca e não derramam um homem forte,
215580;217800;"14";pois o espetáculo irá começar.
218400;219560;"14";Boa aventura.
222560;223440;"14, 10, 09";Cinco.
225420;226420;"15, 10";Quatro.
228300;229300;"10";Três.
229300;231300;"unknown";Dois.
232960;234060;"09";Um pra você e um pra você.
236480;239420;"10";Arrefege Realidades Paralelas do Guaxinim.
239760;242140;"10";Sua aventura de bolso na forma de podcast.
242580;245340;"10";Uma jornada completa a cada episódio.
245740;247460;"unknown";Titan Ponzição
248640;250780;"unknown";Des camps
254720;256020;"unknown";startled
256020;257800;"unknown";in
257800;258600;"unknown";licensed
258600;260440;"unknown";Theuber
260440;261600;"unknown";Ocean's Tale
261600;262740;"17";Prime Theère and the Lost Land
262740;267160;"17";O Rei Demônio surgiu no mesmo dia em que o pequeno garoto nasceu.
267360;273740;"17";Enquanto o Rei Demônio se fortalecia e dominava a mente dos monstros, os enlouquecendo e os jogando contra cidades e fortificações,
274520;285480;"17";o pequeno Vivi crescia sem saber que era predestinado a encontrar amigos e partir numa busca que culminaria no confronto final entre o bem e o mal.
285480;292500;"17";Após muitas aventuras e monstros derrotados, eles finalmente chegaram à antessala do castelo do vilão.
292500;298720;"17";Um local imponente e ameaçador, que reflete a natureza sombria e sinistra daquele personagem.
