0;10120;"04, 05";Se eu pegar essa ilha e esse helicóptero, e aí tudo faz sentido, porque aqui tem um zumbi e ali não tinha, e agora...
10120;15000;"05";É isso! É isso! Eu sabia! Eu sabia! O Guaixaverso existe!
15120;15960;"04";Como assim?
16180;18000;"04";Você entendeu a referência do último episódio?
18260;18980;"04";Olha só, faz tudo!
18980;20020;"04, 05";Não, o Guaixa sabe o que faz!
20020;20960;"04, 02, 05";Espera, o que é o Guaixaverso?
21000;22980;"04, 05";Era só uma questão de tempo.
23080;23460;"04";Todos vão conhecer o Guaixaverso!
23460;24520;"04";O Guaixaverso sempre existiu!
24520;27140;"04, 02, 05";Eu quero entender o Guaixaverso!
27220;28560;"02, 05";Alguém me explica o que é o Guaixaverso?
28560;32020;"02, 05";É, pessoal, não existe o Guaixaverso.
32080;33720;"02, 05";Eu acredito no Guaixaverso!
33840;36560;"02";Mas supondo que ele exista...
37880;41540;"05";Guaixaverso, onde o que não existe é debatido.
45020;47920;"02";Pô, realmente, tá vendo, Ju? A Ju não teria caído.
48380;49300;"02";Deixa eu ver se ele vai voltar.
50400;51300;"02";Tá voltando.
51380;53060;"02";Alô, voltei? Vocês estão me ouvindo?
53800;56980;"02, 01";Deu um golpe pra não ler o próprio comentário, vocês acreditam?
58560;61000;"01";A internet caiu do nada.
61720;62780;"01";Tá bom, tá bom.
62780;63280;"01";Do nada.
63580;65300;"01";E eu não li o próximo comentário, eu esperei.
65400;66160;"01";Então tá bom, então.
67940;69480;"01";Ok, então pode ir lá, então?
69940;70240;"02, 01";Vai lá.
72580;77760;"02";Olá, eu sou Marcelo Guaxinim, narrador, produtor, idealizador, podcast do Realidade Espanhola do Guaxinim.
77980;79320;"02";E como é um bom feriado, né?
79540;82340;"02";Queria mais feriado. Cadê meu feriado? Pra onde foi?
82860;84840;"02";Pra quem não sabe, o Guaixaverso é o nosso antigo escudo-mestre.
85320;88400;"02";Aqui, vamos ler os comentários e discutir as teorias do último episódio.
88400;91820;"02";Que, no caso, foi a voz da garotinha.
93220;96000;"02";Segue a gente nas redes sociais, arroba o Marcelo Guaxinim, arroba a RP Guaxa,
96120;97700;"02";tanto no Twitter quanto no Instagram.
97960;102940;"02";Segue também lá na twitch.tv barra rpguaxa, que é onde foi gravada essa leitura de comentários.
103260;107400;"02";Pense com carinho em se tornar apoiador deste projeto, fazer parte do grupo de padrinhos,
108100;112600;"02";receber o episódio antes, gravar a voz de NPC, etc, etc, etc, etc.
112860;117480;"02";Essa semana recebemos o Gus, lá no nosso canal, e ele participou da nossa leitura de comentários.
117480;118380;"02";Vamos ver como foi.
118400;125400;"02";Pessoal, estamos aqui hoje para ler os comentários de A Voz da Garotinha, RP Guaxa número 111.
126820;131700;"02";Não sei se vai estar nos comentários lá embaixo, mas teve um comentário no Twitter que eu achei genial,
132240;137500;"02";que a pessoa fez, obviamente, spoilers do Voz da Garotinha, gente, olha só, vocês já ouviram, né?
137900;145540;"02";Se o título era um trocadilho pra avós, no sentido dos avós, né, do vô e da avó, da garotinha.
145740;148380;"02";Isso é genial. Eu fiz isso? Não.
148400;151520;"02";Em momento algum. Gênio é o ouvinte que enviou isso.
152020;154560;"02";Ou eu acerto, às vezes, é isso.
154840;155500;"02, 00";Foi o Marcelo.
155520;158060;"02";Fui eu, primeira vez, a comentar aqui. Marcelo F. Diniz.
158560;161400;"02";Parabéns, querido. Foi incrível esse teu comentário.
161900;164140;"02";Mas estamos aqui para ler os comentários da Voz da Garotinha.
164600;166960;"02";No episódio, a gente tinha o Felipe, que já gravou aqui.
167420;176640;"02";Tínhamos a Jumazinha, que já gravou aqui, já gravou aqui, já gravou aqui, já gravou aqui, já gravou aqui e já gravou aqui.
177060;177460;"02";Então?
177460;177580;"02";Então?
177580;183520;"02";Então, na sua humildade, ela liberou para o nosso querido amigo Gus, que tem esta voz maravilhosa.
183640;184360;"02";Boa noite, Gus.
184640;188540;"01";Boa noite. E aí, pessoas? Tudo tranquilo? E obrigado pela voz maravilhosa.
189720;192340;"02";O Gus, assim, entre todas as coisas que ele faz para o Interrante,
192840;195240;"02";quem está ao vivo está vendo que ele tem um microfone profissional ali.
196060;198600;"02";Tem um projeto que eu gosto bastante, que é o Nossa Poesia,
199060;201920;"02";em que ele lê e lê poesia, né? Ele é uma pessoa de leitura.
202440;205040;"02";Então, assim, eu vou quebrar o protocolo hoje,
205040;209740;"02";já que a gente tem uma pessoa com uma voz de tanto garbo e elegância.
210240;216340;"02";E eu vou pedir para o Gus hoje ter a honra de ler o primeiro comentário.
218400;219780;"01";Ai, meu Deus. Ok.
220760;224780;"02, 01";Espera aí, o primeiro comentário é o meu mesmo? É esse aqui?
224820;226300;"02, 01";Não, organiza pelos mais antigos.
226540;228740;"01";Ah, tá. Então, lá de baixo para cima, né?
229200;232360;"02";É, coloca ali, organizar pelos mais antigos. Aí tu primeiro quer aparecer.
232720;234360;"01";Ah, espera aí, desculpa, que eu sou meio...
235040;237260;"01";Idoso, né? Idoso também para...
237260;239380;"01";Para... Como é que fala?
239840;243020;"01";Para internet. Então, deixa eu ver aqui, organizar pelos mais antigos.
243080;243780;"01";Onde que está isso?
244120;245860;"01";Bem, eu não... Ah, sim, achei.
246120;248020;"01";Então, mais antigos. Beleza.
248400;250380;"01";Então, tá. Então, o primeiro é do Caio Cruz.
250660;251140;"01";É isso mesmo?
252000;253220;"02, 01";É isso mesmo.
254440;255720;"02, 01";Já está me xingando.
255960;258540;"01";Esse é o mais gigante aqui. Ah, tá. Entendi. Agora eu entendi.
259780;260140;"06, 01";Ok.
261060;262660;"01";Já estás arrependido ou ainda não?
262660;264120;"01";Não, não. Estou tranquilo. Vamos lá.
264120;268520;"02, 01";Agora eu entendi essa gentileza para eu começar.
269060;270560;"01";Não, foi seis minutos de intenções.
270940;273180;"01";Então, tá. Então, o comentário é do Caio Cruz.
273800;274320;"01";Boa noite.
274720;278240;"01";Sei que é estranho vindo de mim, o teorista doido da taberna,
278360;281700;"01";mas sem teorias de guaxaverso e nem ligações entre mundos hoje.
282020;286120;"01";Como começar a explicar meu sentimento com esse episódio tão impactante e surpreendente?
286580;291560;"01";Talvez voltar algumas semanas atrás ajude a entender um pouco do porquê eu achar esse o melhor.
291820;294000;"01";Sim, o melhor top 1.
294120;297480;"01";Episódio do RP Guaxa, ao menos na minha concepção.
297480;304280;"01";Depois de 111 narrações e histórias malucas, com quebras de paradigmas e reviravoltas estonteantes,
304280;310960;"01";eu digo que o Realidades Paralelas do Guaxinim está em sua melhor fase em quesito de qualidade de conteúdo.
310960;314560;"01";Esse foi o tamanho do impacto desse episódio em mim.
314560;315800;"01";Mas qual o motivo?
315800;323600;"01";Cerca de duas, três semanas atrás, eu estava procurando algum audiolivro ou vídeo interessante para ver no YouTube,
323600;324100;"01";enquanto trabalhava.
324100;328500;"01";Só para ajudar a passar o tempo e aliviar o estresse do estágio.
328680;332180;"01";Acabei caindo em um canal chamado Wendigun.
332500;332980;"01";É isso mesmo?
333240;333760;"01";Wendigun.
334260;336400;"01";Não é jabá, mas ele é realmente bom.
336860;340100;"01";Um cara que faz vídeos em um formato bem simples e ao mesmo tempo satisfatório,
341200;345020;"01";onde comenta sobre vários assuntos de forma didática e bem explicada.
345500;350100;"01";Enfim, no vídeo recomendado para mim, ele havia feito um vídeo de uma hora e meia,
350820;354100;"01";primeiro de uma trilogia de vídeos falando sobre enfermidade.
354100;360280;"01";O primeiro livro da trilogia da Divina Comédia, bastante lembrada na comunidade literária.
360740;365700;"01";Para mim, o único inferno de Dante até então era o jogo de Xbox, cópia de God of War.
366220;368280;"01";Então eu fiquei curioso e decidi dar uma chance.
368640;371100;"01";Essas uma hora e meia passaram de maneira tão satisfatória,
372000;374620;"01";tanto pela narração do homem quanto pelo próprio conteúdo.
375080;380460;"01";Decidi parar a playlist dele sobre o livro e fui ler por mim mesmo.
380820;382340;"01";E que escolha acertada eu fiz.
382340;383880;"01";Por mais que as limitações...
383880;388380;"01";as alterações da linguagem da época, livro escrito mais ou menos no século XIV,
388380;393060;"01";a frequente soberba do autor e alguns preconceitos sejam evidentes
393060;396060;"01";e desconectem um pouco da narrativa nos dias de hoje,
396060;402160;"01";não deixei de me empolgar pela narração macabra, misteriosa e simbólica daqueles três livros,
402160;407820;"01";com seus textos e suas ilustrações totalmente diferentes de tudo que eu havia visto.
407820;412520;"01";Ao terminar o último livro, Paraíso, me vim algumas lágrimas por conta do simbolismo de acertar,
412520;413520;"01";por conta do simbolismo de acertar, por conta do simbolismo de acertar,
413520;414500;"01";por conta do simbolismo de acertar,
414500;415260;"01";por conta do simbolismo de acertar,
415260;419880;"01";e também pela prpt evolução do personagem principal, Dante, ao decorrer dos três livros.
419880;429920;"01";As companhias que o auxiliam durante o caminho, a mudança em seu comportamento e a força para deixar certas coisas para trás,
429920;432920;"01";são algumas das coisas que podem ser destacadas nessa evolução.
432920;438580;"01";Existem outras coisas, mas eu sugiro ler para absorver melhor as entrelinhas da poesia de Dante.
438580;441400;"01";De qualquer forma, eu deixo um trecho do livro aqui.
441400;442320;"01";Diz-se...
442320;448720;"01";tanto ao vício da luxúria que em sua lei tornou lícito aquilo que desse prazer, para cancelar a
448720;455360;"01";censura que merecia. O mundo é cego e tu vens exatamente dele. Durante os últimos dois meses,
455560;461920;"01";abril e maio, estive um pouco desligado de projetos que participo e outros hobbies que faço, ainda mais
461920;466660;"01";com a volta das aulas presenciais de minha faculdade na última semana. A falta de vontade
466660;472480;"01";para fazer qualquer coisa havia me engolido por completo, quase me fazendo tomar decisões ruins
472480;478740;"01";em momentos e projetos que deveriam ser bons para mim e para pessoas próximas. Foi então, nessa
478740;484400;"01";mesma semana de volta às aulas, com todo o tumulto que são as faculdades, que recebi a notificação
484400;490740;"01";no grupo de spoilers do episódio novo, A Voz da Garotinha, que me fez despertar e reconectar de
490740;496620;"01";vez com uma parte de mim da qual estava me esquecendo. O que falar desse episódio? Gus,
496660;503200;"01";Felipe e Ju, vocês estão simplesmente maravilhosos e perfeitos em seus respectivos papéis. Muito
503200;508680;"01";obrigado. Nunca achei que uma personagem muda funcionaria em áudio, mas aqui está. Lembro
508680;514040;"01";quando ouvi o teaser desse episódio muito tempo atrás, mas ouvindo agora, após minha experiência
514040;519840;"01";com a Divina Comédia, mudou toda a minha visão. Me senti com medo e angustiado durante toda a sua
519840;525940;"01";narração, Guaxa. E isso foi bom. Me senti imerso junto com esses personagens e suas interpretações,
526660;532900;"01";como se durante toda a viagem pelos círculos do inferno eu estivesse junto ali, acompanhando e
532900;538780;"01";compartilhando do sofrimento do velho sem memórias, pelo pai perdido pela condição da filha e também
538780;545020;"01";pela garota, se sentindo deslocada e tentando voltar ao seu eu normal. As metáforas construídas
545020;549320;"01";pelo mestre me deixavam ansioso, com medo das atrocidades que poderiam acontecer,
549320;556360;"01";mas cada cena e sua conclusão me traziam um sentimento de alívio pelo que passou e receio,
556660;561780;"01";poderia vir, era como reviver os mesmos sentimentos que tive alguns anos atrás, quando eu sofri
561780;565360;"01";de depressão, mas falarei sobre isso um pouco mais pra frente.
565360;571280;"01";Além dessas emoções, aquelas interpretadas pelos jogadores em seus personagens também
571280;576600;"01";me afetaram, principalmente as do Gulliver e sua falta de pertencimento, em busca de
576600;578980;"01";algo que já parece inalcançável.
578980;585220;"01";Muitas vezes em minha curta vida, até o momento, espero viver muito, de 19 anos eu senti como
585220;590720;"01";se estivesse me afogando, preso em um ciclo sem fim de arrependimento e tristeza sem propósito.
590720;596720;"01";Felizmente estou em uma fase boa, consegui me desvencilhar dessa situação atípica
