0;9020;;"07";Você está ouvindo um episódio participante da campanha O Podcast Delas 2023.
9020;17740;;"07";Para encontrar outros episódios, acesse o site oficial da campanha ou procure pelas hashtags nas redes sociais.
18280;24420;;"07";Hashtag O Podcast Delas 2023. Uma atitude simples que muda a podosfera.
24820;26720;;"07";Por mais mulheres nos podcasts.
30000;34560;;"00";Passamos um terço de nossas vidas na cama. Algo assim.
35340;36500;;"00";Deveríamos, ao menos.
36980;41680;;"00";Um local onde você fica deitado, fecha os olhos, no escuro, indefeso.
42500;47920;;"00";Não é à toa que existem tantas histórias de terror envolvendo o sono, a cama e as coisas embaixo da cama.
49340;50200;;"00";Episódio de hoje.
51100;52340;;"00";A véia embaixo da cama.
53200;53920;;"00";Com as madrinhas.
54820;56040;;"00";Rafaela Malecheski.
56780;57760;;"00";Caroline Hashimoto.
58600;59420;;"00";E a Shelly Poison.
60000;64460;;"00";Que também faz parte do RPGnext, um dos podcasts que inspirou este projeto.
65340;71780;;"06";O Realidades Paralelas do Guaxinim usa o sistema Guaxinim e Gambiarras.
72340;77060;;"06";Nele, cada jogador possui apenas um único atributo que vai de 2 a 5.
77700;81020;;"06";Quanto maior o atributo, mais atlético é o personagem.
81620;84000;;"06";Quanto menor, mais inteligente e carismático.
84760;88760;;"06";Sempre que o jogador faz algo com uma chance de errar, joga dois dados.
88760;89960;;"06";E precisa tirar seu atributo.
90000;93100;;"06";Seu atributo, ou menos, para ataques e ações físicas.
93580;97020;;"06";E seu atributo, ou mais, para ações intelectuais ou sociais.
97700;101440;;"06";Se a jogada for fácil, ou tiver algum auxílio, joga um dado a mais.
101780;104520;;"06";Se a jogada for difícil, rola-se um dado a menos.
105060;107480;;"06";Eu sou a Sarah, madrinha do RPG Guaxa.
107840;111400;;"06";Porque meu amigo Tiago Kessley me apresentou o primeiro episódio.
111800;112780;;"06";O episódio das gatas.
113340;115480;;"06";E desde esse episódio, eu não parei mais.
115700;118000;;"06";E eu quero desvendar o Guaxaverso.
118000;118720;;"06";O Guaxaverso.
120000;120560;;"06";Segredo, tá?
121280;123920;;"00";Considere apoiar esse projeto lá no PicPay ou no Padrim.
124220;126340;;"00";Cada um real ajuda a sair cada vez mais episódios.
126720;127840;;"00";E siga a gente nas redes sociais.
128080;129500;;"00";Arroba o Marcelo Guaxinim, arroba o RPG Guaxa.
129680;130860;;"00";Tanto no Twitter quanto no Instagram.
130860;131860;;"00";Tchau.
150000;153980;;"03";Sete realidades paralelas.
154600;156620;;"03";Numa infinidade de possibilidades.
157160;159180;;"03";Três jogadores e um guaxinim.
159940;160880;;"03";Escolha o seu carro.
161340;164440;;"03";Pise no acelerador e cuidado com a corredora de rosa.
164840;167620;;"03";Porque será dada a largada para a nossa aventura.
171100;171940;;"03";Cinco.
174000;174840;;"04, 03";Quatro.
174840;175840;;"04";Três.
176880;177760;;"02, 04, 10";Três.
178260;179200;;"unknown";Escargada.
179200;180400;;"04, 10";Dois.
184720;185400;;"02";RPG.
186160;187920;;"02";Realidades paralelas do guaxinim.
188300;190700;;"02, 10";Sua aventura de bolso na forma de podcast.
191100;193620;;"02";Uma jornada completa a cada episódio.
201680;203080;;"07";Boa noite, William.
203080;207100;;"07";Estou aqui na frente da casa das meninas onde a tragédia aconteceu.
207360;209080;;"07";As três garotas foram...
209200;221080;;"00";Suzane é mãe de três meninas.
221660;225780;;"00";Quando elas eram muito pequenas, o pai foi convocado pelo exército e nunca mais voltou.
226080;230380;;"00";Mas as meninas aprenderam a se virar e não perguntar sobre o pai desde muito cedo.
230380;236420;;"00";A mãe esconde, mas todas sabem que ela tem saído com uma colega de trabalho, a loira de cabelo Chanel.
237000;238380;;"00";Suzane trabalha com videogames e...
239200;242420;;"00";Desde que o marido se foi, passou a trabalhar dobrado para sustentar a casa.
242420;245420;;"00";Isso só piorou agora que o jogo está para ser lançado.
245420;247980;;"00";A mãe não fala muito do trabalho.
247980;253700;;"00";Se qualquer coisa vazar, mesmo que por acidente, ela não teria como pagar as multas do contrato.
253700;255380;;"00";Nem vendendo a casa.
255380;258100;;"00";Mas ela está produzindo um jogo para sair junto com o próximo Playstation.
258100;259100;;"00";Algo assim.
259100;262300;;"00";Um jogo de terror sobre uma cantiga de Ninar.
262300;264120;;"00";As meninas nunca ficaram sozinhas.
264120;267760;;"00";Mas esse fim de semana, Suzane informou que precisa fazer uma pequena viagem.
267760;268720;;"00";E após a viagem, Suzane vai para a casa dela.
268720;275500;;"00";E após muitos protestos, aceitou confiar nas filhas e não chamaram a babá desta vez.
275500;278360;;"00";Um fim de semana só das meninas.
278360;279780;;"00";Com as seguintes regras.
279780;281500;;"00";Não pode trazer ninguém de fora.
281500;283840;;"00";Não pode ficar acordada depois das 11.
283840;284840;;"00";Não pode sair de casa.
284840;288280;;"00";Então, antes de mais nada, vamos conhecer essas irmãs.
288280;291720;;"00, 09";Rafa Marechewski, fala sobre seu personagem, aparência e atributos.
291720;292720;;"09";Olá pessoas.
292720;293720;;"09";Hoje eu vou jogar com a Catherine.
293720;295720;;"09";A Catherine, mais conhecida como Kate, tem 13 anos.
295720;296720;;"09";Então, ela é a mais nova de todas as irmãs.
296720;297720;;"09";Ela é a mais nova de todas as irmãs.
297720;298720;;"09";Ela é a mais jovem.
298720;304440;;"09";Ela cresceu muito próxima delas, porque elas sempre foram um apoio junto com a mãe
304440;306040;;"09";desde que o pai dela se foi.
306040;310140;;"09";Ao mesmo tempo que ela adora passar um tempo com as irmãs, ela ainda gosta de encher o
310140;311800;;"09";saco delas na mesma medida.
311800;316280;;"09";A Kate é uma garota animada e carinhosa com as pessoas que ela convive.
316280;320080;;"09";Mas ainda assim, ela é uma pré-adolescente petulante que está começando a impor as
320080;321080;;"09";suas vontades.
321080;323220;;"09, 00";E o meu atributo vai ser o 3.
323220;324220;;"00";Perfeito.
324220;325220;;"00";A irmã do meio, então.
325220;326760;;"00";Shelly fala sobre seu personagem, aparência e atributo.
326760;327760;;"00";Porque, por exemplo, ela é uma jovem jovem.
327760;328720;;"00";Ela é uma jovem jovem.
328720;329720;;"00, 08";Podemos ter ouvintes novos.
329720;332180;;"08";Eu vou jogar hoje com a Viviane.
332180;333640;;"08";Ela é então a filha do meio.
333640;335600;;"08";Ela está para fazer 16 anos.
335600;339760;;"08";Está doida para poder pegar habilitação logo, para poder dirigir carro.
339760;343880;;"08";Ela já sabe, ela já tem uma ideia, mas ela está doida para poder dirigir legalmente.
343880;352060;;"08";A Viviane, ela cresceu assim, junto das irmãs, mas ela é a mais, assim, afastada emocionalmente.
352060;355920;;"08";Ela está sempre com o nariz enfiado num livro, gosta muito de jogos.
355920;358680;;"08";Ela adora viver no mundinho dela, no mundinho de fantasia.
358680;366040;;"08";Foi o jeito que ela aprendeu a lidar com a perda do pai e a seguir em frente.
366040;371800;;"08";Ela vive pedindo para a mãe deixar ela ver o jogo que ela está fazendo.
371800;376260;;"08";Ela fala que ela quer ajudar, que ela quer jogar, é louca para jogar, mas obviamente
376260;378980;;"08";a mãe não deixa porque não pode vazar nada, né?
378980;381520;;"00, 08";E o atributo é 4.
381520;382520;;"00";Perfeito.
382520;386680;;"00";E a irmã mais velha, a responsável desta família, Carol, fala sobre seu personagem,
386680;387680;;"00, 08";aparência e atributo.
387680;390780;;"08";Eu vou jogar com a Cadence, também conhecida como Caddy.
390780;395800;;"08";Ela tem 17 anos, está prestando vestibular, está prestando as provas para ciências da
395800;397380;;"08";computação.
397380;402080;;"08";Ela diz que é porque ela quer seguir os passos da mãe, mas na verdade só quer ficar
402080;407000;;"08";mais perto dela, já que ela passou a ficar menos tempo com elas depois do desaparecimento
407000;408000;;"08";do pai.
408000;411960;;"08";Está sempre de olho nas irmãs, tentando passar a imagem de irresponsável, racional
411960;417080;;"08";e madura, mas ainda é uma adolescente que gosta de ler mangás românticos escondida
417080;419400;;"08";e procura ser admirada e amada.
419400;426680;;"08";Meu atributo é 2.
426680;437280;;"unknown";Com atributos Claro!
437280;445780;;"00";Da janela, você consegue ver o uber se distanciando levando a mãe de vocês.
445780;446620;;"00";É sextónica.
446620;446900;;"00";Obrigado, Pietro.
446900;446960;;"00";Vouulsionado.
446960;447060;;"00";Nãos, então, fiquem aí e eu seguro que você teve um bom momento na quinta.
447060;447080;;"00";Muito obrigado.
447080;449460;;"00";feira à noite. Ela deixou pizza e refrigerante.
450120;450960;;"00";Além disso, a cozinha
450960;452940;;"00";tá bem abastecida pro fim de semana.
453280;454920;;"00";A casa, ela possui uma
454920;457040;;"00";garagem cheia de coisas, incluindo
457040;459420;;"00";um carro, que há anos não é ligado.
459880;460960;;"00";A Suzane, ela nunca
460960;462640;;"00";gostou muito de dirigir.
462980;465000;;"00";A cozinha, ela é integrada com a sala de estar
465000;467200;;"00";e jantar. Tem o quarto da mãe de vocês
467200;469060;;"00";e deixo em aberto.
469720;471180;;"00";Vocês têm três,
471680;473300;;"00";dois ou um quarto pra vocês?
473600;475280;;"08";Eu acredito que três quartos, né?
475360;476580;;"08";Um pra cada? Acho que sim.
476580;478920;;"00, 08";Sou a favor. Então, cada uma de vocês tem um quarto.
479000;481000;;"00";O maior quarto é, obviamente, da mãe de vocês,
481240;482900;;"00";que ela usa como escritório
482900;485140;;"00";também. E tem os outros
485140;486660;;"00";três quartos.
487180;488920;;"00";O quarto da mãe de vocês é uma
488920;490200;;"00";suíte, tem um banheiro também.
490700;492660;;"00";E existe um banheiro social
492660;494820;;"00";pra vocês. Mas por serem
494820;496920;;"00";quatro mulheres, né? Imagino
496920;498840;;"00";que no dia a dia, até
498840;500980;;"00";pra facilitar, vocês acabem usando
500980;502760;;"00";o banheiro da mãe também, quando precisa.
503040;504900;;"00";A mãe de vocês saiu. É sexta
504900;506500;;"00";noite. O sol já
506500;508180;;"00";tá quase completamente
508180;510680;;"00";escondido no horizonte. O que vocês vão
510680;512540;;"00, 08";fazer esta noite? A Kedy,
512900;514580;;"08";ela tá...
514580;516720;;"08";Ela estudou já o dia inteiro
516720;518040;;"08";e agora
518040;520500;;"08";ela tá indo atrás da pizza,
520800;522880;;"08";do refrigerante.
523600;524880;;"08";Ela vai dar uma
524880;526500;;"08";descansada, assim.
526680;528300;;"08";Vai ficar no celular,
528580;530460;;"08";vai ver algumas...
530460;532920;;"08";Uma rede social, vai ver uns quadrinhos,
532920;534580;;"00, 08";uns mangás. Então, a do meio agora,
534660;536260;;"00";vamos pro ordem invertida.
536500;538760;;"00, 08";A Vivi, ela tava jogando.
539280;540660;;"08";Praticamente, deu um tchau pra mãe
540660;542740;;"08";sem nem olhar pra ela, né? Tchau, mãe.
543260;544360;;"08";Ignorou o beijinho na
544360;546620;;"08";testa. Mas depois que a mãe
546620;548760;;"08";saiu, depois que ela ouviu, ela nem viu.
548920;550680;;"08";Ela ouviu o Uber indo embora.
551460;552460;;"08";Aí ela deu uma pausa
552460;554600;;"08";no computador e desceu pra
554600;556280;;"08";pegar um pedaço de pizza.
556900;558300;;"00, 08";Também com o celular na mão.
559020;560020;;"08";Pulsando e marcando
560020;562580;;"00, 08";jogatina pra mais tarde. Perfeito.
562740;564620;;"09, 00, 08";E a mais nova? A Kate, ela
564620;566380;;"09";desce pra pegar...
566500;568380;;"09";Pegar a pizza e ela fala, o primeiro pedaço é meu,
568440;570280;;"09";o primeiro pedaço é meu. E ela fica assim,
570620;572640;;"09";Kate, a gente podia assistir um filme, né?
572760;574040;;"09";Escolhe, que filme a gente vai assistir?
574340;576260;;"09, 08";Vamos, vamos. Ai, nossa,
576540;578500;;"08";não, mas o filme tem que acabar
578500;580260;;"08";antes das onze. A gente tem que dormir
580260;582740;;"08";antes das onze, não é mesmo? Mas tá cedo ainda,
582820;584540;;"08";dá tempo. Você quer assistir o quê?
584600;586620;;"08";A trilogia do Senhor dos Anéis? São seis
586620;588100;;"08";horas, mulher. Dá tempo.
588920;590480;;"08";Ah, tá bom, tá bom.
591100;592500;;"08";Bom, vocês me convenceram. Vamos
592500;594860;;"08";assistir alguma coisa, mas
594860;596320;;"08";permitido até
596320;598240;;"08";treze anos, tá? Tá bom.
599820;600440;;"08";Ai, tem
600440;602160;;"08";alguns filmezinhos legais aqui,
602580;604180;;"08";umas comédias românticas,
604740;605580;;"08";podemos ver.
606200;608380;;"08";Vamos assistir alguma coisa de ação. A gente podia
608380;610320;;"08";assistir uma comédia. A gente tem comédia
610320;611960;;"08";com ação, com romance.
612780;614300;;"08";Exatamente. Tem
614300;615520;;"08";aquele ator bem
615520;618200;;"08";engraçado e que gosta de ação, que é o
618200;619960;;"08";Jack Chan, né? Tá aí, é legal.
620240;622300;;"08";Eu acho que é uma boa. Podemos ver alguma coisa do Jack
622300;624320;;"08";Chan e eu acredito que não vai demorar
624320;626200;;"08";muito também. E eu ainda,
626320;627920;;"08";ainda preciso estudar depois que
627920;630120;;"08";acabar o filme. Então, espero que seja
630120;632480;;"08";curtinha. Vocês querem uma pipoca, meninas?
632900;634040;;"08";Não, eu tô bem com a pizza.
634320;636320;;"08";Eu fico com a pizza também. E o terceiro pedaço
636320;637460;;"08";na boca. É, eu...
637460;640380;;"08";A Caddy vai estourar uma pipoca no micro-ondas.
641440;642300;;"00";Ok, vocês estão ali
642300;643620;;"00";pela sala de estar, né?
643980;646200;;"00";Eu mandei pra vocês, mas vamos tentar lembrar
646200;647760;;"00";que tem um podcast, né?
648200;650360;;"00";Então, a sala de estar, ela é integrada à sala de jantar
650360;651960;;"00";e à cozinha, né? Tudo um ambiente único.
652580;654180;;"00";Vocês estão por ali comendo, vendo
654180;656160;;"00";o filme. O filme acaba,
656640;657820;;"00";ali umas 20,
657940;660200;;"00";pras 11, e todos vocês
660200;662320;;"00";escutam uma porta bater
662320;663560;;"00";lá pra dentro.
663940;665900;;"09, 08, 03, 00";Pera, dentro de casa? Dentro de casa,
665960;667680;;"00";uma porta bateu, assim, fechou com força.
668260;669320;;"09";Foi isso. Meu Deus.
669540;672360;;"09";Se deixaram alguma janela aberta, talvez tenha sido o vento.
672440;674540;;"09";Kate, eu falei pra você fechar as janelas
674540;676180;;"09, 08";com escurecice. Ai, talvez
676180;678240;;"09, 08";eu tenha esquecido do meu quarto aberto.
678400;680180;;"08";Ai, vai lá fechar, então. Vai.
680260;682620;;"08";Eu não quero terminar. Eu não quero começar esse filme muito tarde.
682620;684700;;"09, 08";Tá bom, tá bom. E aí ela vai
684700;686300;;"09";na direção do quarto dela, porque ela
686320;688180;;"09";tem quase certeza que ela deixou a janela aberta.
688360;690320;;"00";Tu vai até o teu... Tu passa ali
690320;692120;;"00";uma pequena área de circulação,
692580;694460;;"00";olha pela porta do teu quarto,
694700;696400;;"00";tu vê que a janela
696400;698800;;"00";tá fechada, né? Não foi a tua porta que bateu.
699320;700740;;"00";A porta que tá fechada
700740;702560;;"00";é a porta do
702560;704620;;"00";quarto da tua mãe. As outras portas
704620;706200;;"00, 09";todas estão abertas, né? Tá.
706340;707820;;"09";Ela volta ali pra
707820;710700;;"09";passagem entre os quartos e a
710700;712620;;"09";sala, ela grita, não foi o meu
712620;714600;;"09";quarto, não. É o quarto da mamãe, tá com a
714600;716300;;"09";porta fechada. Nossa, que estranho.
716320;718360;;"09, 08";Ela costuma fechar
718360;720420;;"08";tudo antes de sair. Ah, vou
720420;722320;;"08";dar uma olhada. Tá, é...
722900;724460;;"08";Já tá nos créditos, então.
725180;726040;;"08";Eu tô
726040;727720;;"08";num stop no filme
727720;730500;;"08";e vou até a suíte pra ver
730500;732320;;"08";o que que aconteceu, se foi a
732320;734260;;"08";porta que tava aberta ou se tem
734260;736040;;"08";alguma janela aberta esquecida lá.
736260;738440;;"00";Catherine voltou pra sala
738440;740360;;"00";ou ficou ali na circulação junto com a...
740360;742320;;"09";Ela ficou, ela esperou a
743040;744420;;"09, 00, 08";a Cat passar e ela vai
744420;746280;;"09, 08, 00";lá atrás. Enquanto isso, a Vivi pegou o
746280;748440;;"00, 08";copo de refrigerante
748440;750240;;"08";e tudo mais, tá levando tudo pra cozinha, pra
750240;752260;;"08";deixar mais ou menos organizado, pra depois poder
752260;754060;;"00, 08";se trancar no quarto dela. A Cat
754060;756120;;"00";chega até a porta do quarto da mãe e vai
756120;757780;;"00, 08";abrir, é isso, né? Isso, aham.
758000;760320;;"00";A janela do quarto da
760320;762200;;"00";mãe de você está aberta, tem
762200;764280;;"00";uns papéis voando, assim, por dentro do
764280;766020;;"00";quarto, tem bastante vento.
766080;767920;;"08";Ai, Jesus. Ai, meu Deus.
768620;770540;;"08";Eu fico protegendo o
770540;772400;;"08";o rosto com a mão, né?
773000;774660;;"08";E nisso eu vou tentar fechar a janela.
775000;776220;;"00";Tu fecha a janela, tá uma
776220;778220;;"00";bagunça, assim, o quarto tem papéis pra
778220;780240;;"00, 08";todos os lados e tal. Ah, isso
780240;782000;;"08";deve ser do trabalho da mamãe, eu
782000;783940;;"08";eu não posso olhar isso.
784800;785900;;"08";Eu vou tentar, assim,
786200;788320;;"08";juntar os papéis, mas sem ficar olhando
788320;790280;;"08";muito pro que tá escrito, assim.
790400;792040;;"08";Vou tentar virar os olhos, tudo,
792160;794100;;"08";vou tentar dar uma empilhada, uma
794100;795420;;"08";arrumada e colocar em cima
795420;798220;;"08";do... da escrivaninha
798220;799940;;"08";ou do... da cama.
800320;802180;;"00";Ok. A Catherine
802180;804180;;"00";no teus pés
804180;806140;;"00";pousou, assim, uma folha,
806220;808120;;"00";com... parece ser um
808120;810640;;"00, 09";pequeno poeminha. Ela...
810640;812120;;"09";vai pegar o papel, provavelmente
812120;814360;;"09";ela bate o olho em alguma...
814360;816260;;"09";tipo, talvez ela veja alguma palavra, assim,
816340;818140;;"09";mas se a Cat falou que era
818140;820140;;"09";do trabalho da mãe, ela, tipo,
820520;822360;;"09";tenta não ler, mas talvez ela tenha batido
822360;823700;;"09, 00";o olho. O que chama a atenção,
824320;825840;;"00";a primeira estrofe, é
825840;827560;;"00";a véia debaixo da cama.
828400;829540;;"00";Não acredito.
832280;834240;;"09";Ué, é, acho que é do trabalho da mamãe.
834240;836180;;"09";E aí ela, tipo, bem fecha,
836180;838120;;"09";bate o olho e vai entregar pra Cat, colocar junto
838120;838880;;"09";com os papéis, assim.
839840;842280;;"09, 08";Obrigada, Cat. Vou colocar
842280;844060;;"08";aqui em cima dos papéis da
844060;846200;;"08";mamãe, coloca um pezinho de papel
846200;847760;;"08";que esteja em cima.
848420;850280;;"08";Aí eu saio e fecho a porta.
851080;852280;;"08";Você não leu nada não, né,
852360;854260;;"08";Cat? Não, eu não
854260;856320;;"08";vi nada não. Muito bem,
856440;858080;;"08";porque você sabe que o emprego da mamãe
858080;860080;;"00, 08";depende disso. Enquanto vocês estão tendo essa
860080;861900;;"00";conversa ali, organizando os papéis,
862280;863600;;"00";Viviane,
863600;865240;;"00, 08";rola dois dados.
866180;869520;;"08";Quatro e dois.
869760;871100;;"00";Perfeito. Nada
871100;872940;;"00";te acontece, assim, tu
872940;875380;;"00";sente uma rápida
875380;877240;;"00";tontura, assim, mas
877240;878720;;"00";tu mantém os pés firmes,
879160;881180;;"00";tu fica em pé, tu olha pro copo,
881280;883360;;"00";assim, o copo, ele te chama a atenção,
883780;885200;;"00";nota um rachado nele
885200;887360;;"00";e todas as portas dos armários
887360;887820;;"00";se abrem.
888660;890700;;"08";Pô, louco, eu
890700;893080;;"08";tava abaixada, colocando os copos
893080;894540;;"08";na máquina de lavar, né,
894780;896020;;"08";na máquina de lavar louças, quando,
896180;898160;;"08";quando abre assim, eu tomo um susto,
898640;899920;;"08";caio sentada pra trás.
900260;902560;;"08";Gente! Viv! O que que aconteceu, Viv?
902840;904040;;"08";Eu vou correndo pra cozinha.
905300;907160;;"08";As portas do...
907160;908080;;"08";Tá tudo aberto!
908700;910840;;"08";Abriu de repente. Aí eu olho pras portas,
910960;913020;;"08";assim, é, tô vendo, Viv, mas
913020;915060;;"08";caramba, não foi você que abriu, não?
915260;916760;;"08";Ela vira com a cabeça,
916920;918820;;"08";assim, o olho extremamente arregalado.
919400;920880;;"08";Não fui eu.
921420;921720;;"08";Tá.
921720;923820;;"08";Ah, a Cat tá um pouco
923820;925700;;"08";cética, assim, ela começa a tentar
925700;926760;;"09, 08, 00";fechar as portas.
926880;928780;;"00";Você fecha as portas ali, tranquilo.
929360;932160;;"09";A Cat foi pra cozinha também, ela ajuda a Vivi a levantar.
932540;933620;;"09";Você machucou? Tá tudo bem?
933760;934240;;"09";O que aconteceu?
934880;937560;;"09, 08";Eu tô bem, eu só tava
937560;939960;;"08";colocando os copos na máquina e...
939960;941500;;"08";Sei lá. De repente
941500;943000;;"08";abriu as portas tudo, assim.
943320;945060;;"08";Me assustei só. Por que abriu?
945780;946860;;"08";Será que é um fantasma?
946980;949880;;"08";Ah, Viv, de novo essa história de fantasma.
949880;951660;;"08";Você sabe que fantasmas não existem.
951980;953940;;"08";Tá, mas como é que você explica as portas abrindo?
