0;10700;"02";O massacre numa rede de fast-food foi o início dos eventos que estão por vir.
11080;16580;"02";Alguém que poderia ajudar a polícia a elucidar um caso morreu em circunstâncias desconhecidas.
16920;21860;"02";E agora seu corpo está em chamas, antes de ser identificado por alguém que o conhecia.
22300;25340;"02";E o mais estranho dessa noite ainda está por vir.
25540;29220;"02";Um carnaval toma as ruas e o necrotério está em chamas.
29220;32240;"02";Os vivos dançam, os mortos queimam.
33260;35380;"02";Em episódio de hoje, fogo no necrotério.
35740;37940;"02";Com a Ágata, do Casa das Ágatas.
38280;40040;"02";Com a Amanda, do Projeto Drama.
40420;44680;"02";E com o Sr. Nuvem, que além do Projeto Drama, também faz parte do Nossa Poesia.
45060;48220;"03";O Realidades Paralelas do Guaxinim usa o sistema guaxinins e gambiarras.
48980;52800;"03";Nele, cada jogador possui um único atributo, que vai de 2 a 5.
53100;55740;"03";Quanto maior o atributo, mais atlético é o personagem.
56080;58420;"03";Quanto menor, mais inteligente e carismático.
59220;64680;"03";Se o jogador faz algo com uma chance de errar, joga 2 dados e precisa tirar o seu atributo ou menos.
64960;66600;"03";Para ataques e ações físicas.
66920;70920;"03";E seu atributo ou mais para ações intelectuais ou sociais.
71420;75160;"03";Se a jogada for fácil e tiver um auxílio, joga 1 dado a mais.
75480;78160;"03";Se a jogada for difícil, rola-se 1 dado a menos.
78520;83940;"03";Eu sou o Mike e sou padrinho do RP Guaxa, porque as melhores histórias estão no Guaxa Verso.
84160;87880;"03";Mas rolando 1 ou 6, o meu atributo sempre é 3.
87880;89180;"02, 03";Então deixa eu seguir nas redes.
89220;91520;"02";Nas redes sociais, arroba Marcelo Guaxinim, arroba RP Guaxa.
91900;93320;"02";Tanto no Twitter quanto no Instagram.
93740;95380;"02";Considere também se tornar apoiador.
95760;98980;"02";Tanto pelo PicPay quanto pelo Padrim, você procura por RP Guaxa.
99340;100440;"02";A partir de 1 real você está ajudando a gente.
100540;102600;"02";A partir das reais você faz parte do nosso grupo do Telegram.
102900;105560;"02";Grava vozes, grava as regras como você acabou de ouvir.
105760;107260;"02";E faz parte deste mundinho.
107820;108500;"02";Boa aventura.
119220;138880;"unknown";Sem brokers, só investos.
140060;143700;"04";.
143700;143720;"04";.
143720;144440;"04";.
144440;145280;"07, 04";.
145280;145320;"07";.
145320;145400;"07";.
145400;146280;"07";.
146280;146300;"unknown";.
146300;146340;"unknown";.
146340;147620;"07";.
147620;148360;"07, 04";.
148360;148400;"unknown";.
148400;148420;"unknown";.
148420;148440;"unknown";.
148440;148480;"unknown";.
148480;148560;"unknown";.
148560;148580;"unknown";.
148580;148880;"unknown";.
148880;149080;"07";.
149080;149180;"07";.
149180;149220;"07";.
149220;154440;"07, 09";Como assim eu morri?
155620;156860;"01";Hora iniciativa.
157500;159880;"06";Então, não tem armadilha.
160180;160780;"06";Podemos ir.
161500;162700;"01, 06";O que vocês fazem?
164080;164780;"04";Tá, tá.
165000;168080;"04";Eu amarro uma corda nelas e uso como arma.
168460;169360;"06";Eu ataco.
169360;173740;"09, 06";O Magro lança seu Thunderbolt mais 15 no Upholder.
173760;176020;"09, 06";Eu quero rolar a perseguição, posso?
177000;178420;"07, 06";Tem algum lugar pra se esconder?
178420;181320;"07, 09, 06";Ah, falha a crítica.
181860;182660;"06";Ataque de impunidade!
183000;185260;"06";Ei, arrumando! Chamo o clínico!
187960;191600;"00";RPG Realidades Paralelas do Guaxinim.
191980;194260;"00";Sua aventura de bolso na forma de podcast.
194980;197520;"00";Uma jornada completa a cada episódio.
208420;221640;"02";Bombeiros são entidades de proteção civil, cujos membros são treinados para atuar em casos de incêndios.
221900;224100;"02";Sejam florestais, urbanos, industriais.
224100;229600;"02";Para resgatar pessoas de acidentes, de trânsito, desmoronamentos de edifícios, desastres naturais.
229700;235360;"02";Alguns possuem equipamentos de matérias perigosas e fornecem serviços de emergência médica e pré-hospitalar.
235640;237900;"02";O Serviço de Combate a Incêndios e Serviço de Resgate.
237900;241100;"02";É conhecido em alguns países como Brigada de Incêndio.
241180;247160;"02";O grupo de bombeiros que vamos acompanhar hoje é uma brigada de incêndio urbana de uma pequena cidade americana.
247940;249420;"02";Está tendo um carnaval de rua.
249820;250840;"02";Estamos num futuro próximo.
251120;252780;"02";Graças a isso já podemos ter aglomeração.
253140;254920;"02";A maioria dos brigadistas está de folga.
255460;257940;"02";E apenas três estão no plantão dessa noite.
258180;260780;"02";Agatha, fala sobre seu personagem, aparência e atributo.
260960;262360;"05";O nome dela é Agatha.
262840;263840;"05";Só pra confundir mesmo.
264400;265740;"05";Agatha Magnus Zafarik.
266060;267440;"05";Ela é uma novata.
267900;269780;"05";A corporação, ela está só há seis meses.
270200;272880;"05";Ela ainda está na faculdade, cursando pra melhorar.
273260;274620;"05";Esse é o emprego dos sonhos dela.
275440;280700;"05";E o que ela não tem de conhecimento, ela compensa com entusiasmo.
281460;283320;"05";Então, ela é bastante forte.
284100;286200;"05";Aquele forte sem ser heterofilista, sabe?
286300;287540;"01, 00, 05";Que é aquele forte funcional.
288500;290800;"05";Ela é bem jovem, cabelos negros até o ombro.
292420;294400;"05";Sempre fazendo algum tipo de exercício.
294520;297780;"05";Usando roupas leves pra ser mais fácil de correr.
297900;299800;"05";E fazer tudo.
300400;301360;"05";E olhos verdes.
302000;303280;"05";E pele um pouco mais escura.
303420;303820;"05";Perfeito.
303980;304400;"05";A Amanda.
304680;306780;"04";O nome da minha personagem é Scarlett Wilson.
307360;309260;"04";Ela é uma mulher na casa dos 30 anos.
309680;311760;"04";Ela é negra, com vários castanhos.
312000;314900;"04";O cabelo bem queixado, até o ombro mais ou menos.
