0;10120;"00";Se eu pegar essa ilha e esse helicóptero, e aí tudo faz sentido, porque aqui tem um zumbi e ali não tinha, e agora...
10120;15000;"00";É isso! É isso! Eu sabia! Eu sabia! O Guaxaverso existe!
15120;15960;"00";Como assim?
16180;18000;"00";Você entendeu a referência do último episódio?
18260;18980;"00";Olha só, faz tudo!
18980;20020;"02, 03, 00";Não, o Guaxaverso sabe o que faz!
20020;20960;"02, 03, 00";Espera, o que é o Guaxaverso?
21000;22980;"03, 00";Era só uma questão de tempo.
23100;24520;"00";O Guaxaverso sempre existiu!
24520;27180;"04, 02, 00";Eu quero entender o Guaxaverso!
27220;28560;"04, 02";Alguém me explica o que é o Guaxaverso?
28560;32040;"04, 02, 00";É, pessoal, não existe o Guaxaverso.
32100;33740;"04, 00";Eu acredito no Guaxaverso!
33900;36560;"04";Mas supondo que ele exista...
37880;41560;"00";Guaxaverso, onde o que não existe é debatido.
47520;50140;"04";Leiva não é o nome de verdade? Guaxinim não é o meu sobrenome de verdade.
50540;51400;"04";É nome artístico.
51880;54320;"04";Minha mãe perguntou uma vez, por que tu não gosta do teu sobrenome?
58560;59560;"03";Cobrado.
59880;61180;"04";É foda, gente, é foda.
61460;61940;"04";Mas vamos lá.
64800;69300;"04";Olá, eu sou Marcelo Guaxinim, narrador, produtor, idealizador, podcast do Realidade Produtora do Guaxinim.
69460;71680;"04";E terceiro Guaxaverso seguido.
71840;74800;"04";Pra quem não sabe, o Guaxaverso é o nosso antigo escudo-mestre.
74980;78400;"04";Aqui nós vamos ler os comentários e discutir as teorias do último episódio.
78580;82140;"04";No caso, não é exatamente o último, né, porque a gente teve três episódios na sequência.
82140;87520;"04";Aqui seria referente ao Guaxaverso Tinta, o episódio 95.
87520;91080;"04";Assim como os episódios anteriores, a gente gravou em live lá na Twitch.
91240;93380;"04";Twitch.tv barra rpguaxa.
93500;97240;"04";Eu gravei com a presença ilustre da mundialmente famosa Ju.
97480;99360;"04";E então fica com a nossa leitura.
99740;103880;"04";E vamos lá ler mais um comentário do episódio Tinta, que foi o episódio 95.
104400;108640;"04";Outro episódio extra, que saiu no seu feed graças a Fanta.
109440;111940;"04";E eu tô aqui novamente pela terceira vez seguindo.
112260;115200;"04";O pessoal lá, o Guaxa chama Ju Vário, tá vendo?
115200;117060;"04";Até pro Guaxaverso.
117520;119540;"04";Guaxa chama Ju várias vezes.
119620;120500;"04";Não é isso, gente.
120760;121940;"04";Eu tô gravando tudo de uma vez.
122000;124280;"04";Eu tô suando porque eu desliguei o ventilador.
124760;126300;"04";E a gente tá gravando tudo de uma vez.
126460;129080;"04";E a Ju tá aqui maravilhosa pra me ajudar a ler.
129520;130460;"04";Então, muito obrigado, Ju.
131020;132140;"03";Eu que agradeço.
132340;133540;"04, 03";Como é que as pessoas não te acham?
134520;140320;"04, 03";As pessoas não me acham no Instagram, que se chama, acho que é arroba guaxete, guaxete rpg.
140320;147440;"03";E eu uso pra pesquisar sobre RPG e um pouco sobre comida, como já me entregaram aqui antes.
147520;148520;"04, 03";Perfeito.
148520;150520;"04";E o primeiro comentário é dele.
150520;151520;"04";Conseguiu!
151520;152520;"04";Olha só.
152520;154520;"04";Voltou a ter o combo dele.
154520;155520;"04";Chegou no segundo hit.
155520;157520;"04";Vamos ver se ele chega no terceiro.
157520;159520;"04";O Jorge Marcos Santos Silva.
159520;160520;"04";Ele comenta.
160520;161520;"04";Deidei, deidei, deidei.
161520;162520;"04";Adoro deidei.
162520;164520;"04";Foi o meu primeiro sistema.
164520;168520;"04";O primeiro que narrei desde quando nem sabia inglês o suficiente para entender.
168520;169520;"04";Os livros xerocados.
169520;171520;"04";Jorge Marcos Santos Silva.
171520;173520;"04";Eu espero que você tenha tomado a terceira dose.
173520;174520;"04";Porque, porra.
174520;177520;"04";Então as regras eram meio alternativas.
177520;179520;"04";Mas era muito bom mesmo assim.
179520;182520;"04";E ainda toda essa nostalgia em relação a reunir os amigos.
182520;184520;"04";Guloseimas e Fanta.
184520;186520;"04";Realmente trouxe muita nostalgia.
186520;188520;"04";Muito grato, Guaxa.
188520;189520;"04";Eu errei meu nome.
189520;191520;"04";Muito grato, Guaxa, de coração.
191520;192520;"04";Aliás, sempre esqueço.
192520;193520;"04";Olá, Guaxa.
193520;194520;"04";Olá, chat.
194520;196520;"04";Impossível convidado.
196520;197520;"04";Fala com você de novo, Ju.
197520;198520;"04";Olá.
198520;199520;"04";Como vocês estão?
199520;200520;"04";Eu tô bem.
200520;201520;"04";E você?
201520;202520;"03";Tô bem.
202520;203520;"04, 03";Com calor.
203520;204520;"04";Tá foda.
204520;205520;"04";Tá foda.
205520;206520;"04";Santa Catarina tá...
206520;207520;"04";Assim.
207520;209520;"04";Pessoal, se eu mostrar quanto tá de temperatura.
209520;212520;"04";O pessoal do Rio de Janeiro, do Nordeste, do Norte vai dizer.
212520;213520;"04";Isso é frio.
213520;214520;"04";Mas não pra mim, gente.
214520;216520;"04";É legal que ele fala que jogou D&D.
216520;221520;"04";Os primeiros sistemas que eu joguei eram os sistemas gratuitos que eu peguei na internet.
221520;222520;"04";Eu fui autodidata.
222520;223520;"04";Eu ensinei as pessoas da...
223520;225520;"04";Meus amiguinhos de rua pra gente jogar.
225520;227520;"04";A gente jogava numa mesa de sinuca.
227520;231520;"04";A gente usava uma mesa de sinuca como mesa de RPG.
231520;232520;"04";Eu devo ter contado isso em algum lugar.
232520;233520;"04";Não vou contar de novo.
233520;234520;"04";E...
234520;238520;"04";O mais difícil era o jogador se distrair brincando de tirar a bola e ficar jogando
238520;239520;"04";dentro da caçapa.
239520;241520;"04";Isso se resolve escondendo as bolas.
241520;242520;"04";E...
242520;246520;"04";A gente jogou vários sistemas até chegar o D&D terceira edição.
246520;248520;"04";Mas aí já eram anos depois.
248520;250520;"04";Eu já tava na faculdade.
250520;252520;"04";E daí o 3.0 eu joguei por muito tempo.
252520;253520;"04";Depois joguei o 3.5.
253520;254520;"04";E...
254520;255520;"04";E é isso.
255520;256520;"04";Qual foi o teu primeiro RPG, Ju?
256520;259520;"04, 03";Eu conheci o RPG por causa do RPGuache.
259520;260520;"04, 03";Não faz sentido.
260520;261520;"04, 03";Eu conheci o Missangas.
261520;262520;"04, 03";Ah.
262520;263520;"03";Eu conheci o�
263520;264520;"03";E...
264520;265520;"03";Comecei a ouvir o RPGuache.
265520;272520;"03";Por causa do RPGuache em 2018 mesmo, eu comecei a jogar D&D quinta edição, eu acho já,
272520;275520;"03";num grupo de meninas aqui presencial.
275520;276520;"03";E...
276520;277520;"03";E daí foi pra outras coisas.
277520;278520;"04, 03";Eu não sabia.
278520;279520;"04, 03";Eu não fazia ideia.
279520;280520;"04, 03";Muito obrigada por me apresentar ao RPG.
280520;281520;"03";É maravilhoso.
281520;282520;"03";E...
282520;283520;"03";Por isso que eu me chamo Guaxete.
283520;284520;"03";Muito bom.
284520;285520;"03";Falou ali pelo lugar tão mágico que a pessoa...
285520;286520;"03";Eu quero um grupo de D&D só de meninas.
286520;287520;"04, 03";Tem.
287520;288520;"04";Tá aqui.
288520;289520;"04";Tá.
289520;290520;"04";Pode jogar.
290520;291520;"04";É.
291520;295500;"04";É as vantagens da capital
295500;297620;"04";Aqui em Gaspar, se eu quiser um grupo de RPG
297620;299140;"04";Não tem, quer dizer, deve ter
299140;300980;"04";Eles só vivem na caverna deles
300980;302480;"04";E eu tô na minha caverna
302480;304820;"04, 00";Por sinal, eu fui a Brusque, aquele dia que eu
304820;307360;"04";Falei, mandei, recomendei o restaurante, inclusive
307360;309040;"04";Aí eu disse, porra, eu preciso
309040;310540;"04";Queria comprar umas cartinhas de Magic
310540;313540;"04";E daí eu joguei, abri o celular, Google Maps
313540;314860;"04";Loja de Magic
314860;317620;"04";E daí achei uma, tipo, a 4 minutos do lugar que eu tava
317620;319100;"04";E daí eu fui lá
319100;320860;"04";Aí eu passei na frente
320860;322900;"04";Era uma casa com uma bandeira assim, escrito
322900;324620;"04";Eu não vou dizer o nome da loja porque
324620;326540;"04";Não tão me pagando e eu vou falar mal
326540;329020;"04";E tinha a bandeira
329020;335580;"04, 00";A loja é boa
335580;337120;"04";Eu vou voltar lá um dia, inclusive
337120;339260;"04";Aí eu passei na frente
339260;340980;"04";Eu não acreditei, era uma casa normal
340980;342600;"04";Tinha uma bandeira com o nome da loja
342600;345060;"04";Aí eu, porra, é aqui mesmo, é aqui mesmo
345060;345740;"04";Não tenho onde parar
345740;349300;"04";Aí eu dei a volta, fui mais à frente, dei a volta, voltei
349300;350840;"04";E daí eu disse, ah, vou entrar
350840;353040;"04";Vou entrar nessa garagem, a garagem era grande, assim, era um espaço grande
353040;355060;"04";Entrei na garagem da casa, fiquei ali
355060;357100;"04";Assim, a garagem aberta, assim, de frente pra garagem
357100;358800;"04";Não, entrei na garagem, né, fiquei de frente
358800;360400;"04";À porta da garagem
360400;363120;"04";Aí, nas colunas da casa, eu tinha uma setinha
363120;364900;"04";Apontando, tipo, vá pra lá
