0;6520;;"20";Ao contrário de João e o pé de feijão, aquele conto clássico lá de 1800 e alguma coisa,
6800;11860;;"20";na história de hoje os protagonistas querem realmente trocar uma vaca, a Fifi, por feijão.
12300;14880;;"20";Mas por bastante feijão. Não cinco feijões mágicos.
15300;20080;;"20";Por bastante feijão comum pra poder plantar e alimentar o seu povo.
20620;24440;;"20";Será que eles vão conseguir? Será que eles vão conseguir o feijão? Será que eles vão conseguir vender a vaca?
24680;27820;;"20";Será que eles vão conseguir ficar longe de magia? É o que a gente vai descobrir.
27820;33900;;"20";Episódio de hoje, a vaca, a Fifi e os feijões.
34420;38840;;"20";Com a Alana Samerron, lá da Jeitinho Geek, uma loja que você pode dizer que veio do Guaxa.
39040;41980;;"20";Ela faz itens personalizados, caderno, camiseta.
42340;45420;;"20";Inclusive tem algumas artes do RP Guaxa.
45720;49820;;"20";Você pode pedir alguma coisa de lá, fala com ela, que eu tenho certeza que você vai gostar de alguma coisa.
50880;53860;;"20";Com a Tinta e Pixel, com a nossa querida Mari Silvestre.
54380;56540;;"20";Ela é arroba Tinta e Pixel em todas as redes sociais.
56540;60180;;"20";Ela é uma designer ilustradora maravilhosa.
60660;64760;;"20";Você pode inclusive encomendar uma ilustração com ela e depois botar na camiseta com a Luana.
65060;69060;;"20";Ou pro seu mais variado projeto, ou simplesmente porque você gosta de arte.
69300;71340;;"20";Então segue lá, Tinta e Pixel.
71880;75880;;"20";E também o Rodrigo Azevedo, que não tem nenhum merchan pra colocar aqui.
76280;79140;;"20";Ele diz que é fisioterapeuta, professor e dublador de NPC.
79440;80440;;"20";Porque ele já fez um monte de NPC.
80880;84840;;"20";E se o pessoal quiser seguir ele lá no Instagram, é arroba Fisio Rodis.
84840;86440;;"20";Vai estar tudo aqui no post.
86540;89580;;"20";Os três, por sinal, são padrinhos da RPGuash.
90060;93920;;"20";E conseguiram jogar esta aventura, porque receberam um Vale Aventura.
94380;99480;;"20";Que ele é dado a alguns padrinhos em momentos muito específicos, quando os padrinhos saem a linha.
99880;101260;;"20";E foi o caso desses três.
101540;104720;;"20";Eu não lembro o que cada um fez pra ganhar, cada um dos Vale Aventura.
105080;107940;;"20";Mas você pode se tornar padrinho e perguntar pra eles.
108300;112220;;"20";Você pode procurar no PicPay, por RPGuash, ou no Padrim, por RPGuash.
112220;115340;;"20";A parte da EGS faz parte lá do nosso grupo do Telegram.
115340;117340;;"20";E ajuda pra caramba este projeto.
118780;122780;;"00";O Realidades Paralelas do Guaxinim usa o sistema Guaxinim Zenobiaras.
122780;125780;;"00";Nele, cada jogador possui apenas um único atributo.
125780;127780;;"00";Que vai de 2 a 5.
127780;130500;;"00";Quanto maior o atributo, mais atlético é o personagem.
130500;132980;;"00";Quanto menor, mais inteligente e carismático.
132980;136980;;"00";Sempre que o jogador faz algo com alguma chance de errar, joga dois dados.
136980;140980;;"00";E precisa tirar o seu atributo ou menos para ataques ou ações físicas.
140980;143980;;"00";E seu atributo ou mais para ações intelectuais ou sociais.
143980;148980;;"00";Se a jogada for fácil, ou tiver auxílio de algum jogador, joga-se um dado a mais.
148980;151980;;"00";Se a jogada for difícil, rola-se um dado a menos.
151980;152980;;"00";Eu sou o Umperalta.
