0;15820;;"16";Um complexo autossuficiente, com um computador capaz de cuidar da vida de seus habitantes,
16140;17620;;"16";nem que pra isso precise eliminá-los.
17960;20160;;"16";Um paraíso em meio a um mundo devastado.
20500;25340;;"16";Mas algo ameaça esse paraíso, e cabe aos heróis salvá-lo, sejam estes heróis ou
25340;26900;;"16";os próximos que vão substituí-los.
27400;29980;;"16";Episódio de hoje, A Paranoia dos Números.
30000;36000;;"16";Com meus parceiros e amigos lá do Portal do Aviante, Fencas, Tariq e Jujuba.
36380;40820;;"16";O Realidade Paralelas do Guaxinim é um sistema chamado Guaxinins e Gambiarras, uma variação
40820;42660;;"16";do sistema Lasers e Sentimentos.
43140;47480;;"16";Nele, cada jogador possui apenas um atributo, que vai de 2 a 5.
47900;52900;;"16";Quanto maior o atributo, mais atlético é o personagem, quanto menor, mais inteligente
52900;53740;;"16";e carismático.
54020;58880;;"16";Sempre que o jogador precisa realizar algo, ele joga dois dados, e precisa tirar seu atributo
58880;59760;;"16";ou menos.
60000;61840;;"16";Para ataques e ações físicas.
62220;65420;;"16";Por exemplo, os jogadores começam a aventura com o atributo 4.
65800;69980;;"16";Para fazer qualquer coisa física, eles precisam tirar no dado 1, 2, 3 ou 4.
69980;75740;;"16";E se tentarem ações intelectuais ou sociais, eles precisam tirar seu atributo ou mais.
76100;82300;;"16";No caso dessa aventura, inicialmente o atributo deles é 4, eles passam com 4, 5 ou 6.
82740;87040;;"16";Nessa aventura, o atributo dos jogadores muda em alguns pontos, pois ele possui regras
87040;87940;;"16";específicas.
88200;89980;;"16";Mas isso é uma peculiaridade deste episódio.
90000;94240;;"16";Nos outros episódios, o jogador começa com o atributo e termina com ele.
94520;95600;;"16";Fica ligado nesse ponto.
95820;98600;;"16";Aconselho, inclusive, para quem nunca ouviu outros episódios, ouvir.
98900;103660;;"16";Em especial os desse ano, tem a abertura explicando as regras, para uma explicação mais detalhada.
103980;108140;;"16";Se ainda assim ficar uma dúvida, procure a gente nas redes sociais, arroba marcelogostin,
108440;111500;;"16";arroba rpguaxa, tanto no Twitter quanto no Instagram.
111860;118080;;"16";Essa aventura, ela teve como base um cenário apresentado no RPG chamado Paranoia.
118080;119920;;"16";Um RPG lá de 1984.
120000;120840;;"16";Se eu não me engano.
121160;125760;;"16";Que teve algumas diversões ao longo dos anos, mas a ideia de um computador e um complexo
125760;126500;;"16";veio de lá.
126800;132220;;"16";Óbvio, eu fiz várias adaptações, com uma questão de cores e de como é realmente
132220;133440;;"16";um mundo retratado.
133740;137920;;"16";Considere também apoiar este projeto, tanto no PicPay quanto no Padrim, é só procurar
137920;138820;;"16";por rpguaxa.
139100;139620;;"16";Boa aventura.
150000;158920;;"22";E aí, vocês estão na taverna?
159400;160060;;"21";Rola os dados.
161120;162700;;"21";Bola de fogo!
163400;166500;;"21";Chama o clérigo.
167640;168880;;"21, 27";Como assim eu morri?
169760;171280;;"26";Rola a iniciativa.
171960;174340;;"26";Então, não tem armadilha.
174620;175240;;"26";Podemos ir.
175240;177180;;"26";O que vocês fazem?
178560;179200;;"03";Ah, tá.
179440;179840;;"03";É, eu...
180000;182580;;"03";Amarro uma corda nelas e uso como arma.
182940;183820;;"21";Eu ataco.
184220;188180;;"19, 21";O mago lança seu Thunderbolt mais 15 no Upholder.
188200;190460;;"19, 21";Ih, eu quero rolar a percepção, posso?
191200;192860;;"21, 07";Tem algum lugar pra se esconder?
193480;195760;;"19";Ah, falha a crítica.
196320;197120;;"19";Ataque de impunidade!
197460;198380;;"19";É, arrumando.
198540;199700;;"19, 00, 17";Chama o clérigo.
202500;203100;;"00";RPG.
203760;206080;;"00";Realidades Paralelas do Guaxinim.
206440;208720;;"00";Sua aventura de bolso na forma de podcast.
208720;212000;;"00";Uma jornada completa a cada episódio.
228000;232520;;"16";Vocês acordam de pé, com o estalo de uma televisão ligando.
232880;234960;;"16";À frente de vocês, uma tela enorme.
235260;237760;;"16";Uma tela tão plana que quase se funde com a parede.
237760;238760;;"16";Totalmente negra.
246760;248760;;"16";Na tela surge a imagem de um emoji.
248760;249760;;"16";Num fundo negro.
249760;251760;;"16";Um emoji sorrindo.
251760;254760;;"16";Aquele mais básico e amarelo emoji.
254760;256760;;"16";Aquele que você manda quando fica sem assunto.
256760;258760;;"16";Mas esse emoji tinha assunto.
258760;263760;;"16";E antes que vocês consigam entender o que está acontecendo, o emoji começa a falar.
263760;266760;;"16";E sua voz serve por grandes alto-falantes localizados em ambos os lados.
266760;267760;;"16";E sua voz serve por grandes alto-falantes localizados em ambos os lados.
267760;269760;;"25, 16";Bom dia, amiguinhos!
270760;276760;;"25";Vocês devem estar se perguntando onde estão, quem são e porque possuem
276760;279760;;"25";tantas lembranças envolvendo lutas ensaiadas na TV
279760;281760;;"25";A resposta é simples.
281760;283760;;"25";Clonagem.
283760;285760;;"25";Embora o processo todo não seja muito simples
287760;289760;;"25";E envolva grandes animais de corte!
289760;291760;;"05, 25, 00";E envolva grandes animais de corte!
291760;293760;;"25";¿Espera?
293760;295760;;"25";Acho que estou saindo do foco.
295760;296880;;"25";Não vou conseguir estudar tudo contigo.
296880;297760;;"25";Eu vou descony aproximado de você!
297760;300520;;"25";Vocês foram criados
300520;302420;;"25";A partir do DNA
302420;304560;;"25, 16";O emoji então se transforma
304560;306120;;"16";Num DNA aquele mesmo do filme
306120;306860;;"16";Jurassic Park
306860;309180;;"25, 16";Sabe aquele bonequinho que explica as coisas?
309560;311520;;"16";E ele continua falando
311520;314620;;"25, 16";Vocês são cópia exata
314620;316740;;"25";Do ser humano mais perfeito
316740;318320;;"25";Que já pisou neste planeta
318320;320040;;"25";Estamos na Terra
320040;322500;;"25";Notem que não estou contando
322500;324900;;"25";Marte ou qualquer colônia posterior
324900;326620;;"25";E embora sejam
326620;328500;;"25";Absolutamente
329340;330480;;"25";Idênticos
330480;331120;;"25";Entre si
331120;333720;;"25";Uma pequena característica
333720;336280;;"25";Foi dada a cada um de vocês
336280;337480;;"25";Para torná-los
337480;338860;;"25";Únicos
338860;341680;;"25";Vocês devem estar se perguntando
341680;343160;;"25";Por que foram criados
343160;344820;;"25";Eu vos digo
344820;347300;;"25, 16";O DNA falante volta a ser só um smile
347300;348400;;"16";Um emojizinho né
348400;351460;;"25";Vocês foram criados
351460;353320;;"25";Para salvar
353320;355000;;"25";A raça humana
355000;356360;;"25";Da total extinção
356620;359300;;"25, 16";O smile vira então uma mão
359300;360440;;"16";Apontando pra vocês
360440;362260;;"16";Sem apontar pra alguém específico
362260;363420;;"16";Ela tá só apontando pra frente
363420;364780;;"16";E fala
364780;366420;;"25, 16";Pois você
366420;370340;;"20, 25";É especial
370340;373360;;"25";Você é o escolhido
373360;374980;;"25, 16";Volta a ser um emoji
374980;378000;;"25, 16";Essa fortaleza impenetrável
378000;379340;;"25";Em que vocês estão
379340;381320;;"25";Foi criada pelo homem
381320;383520;;"25";Para ser uma fortaleza autônoma
383520;385200;;"25";E impenetrável
385200;386460;;"25";Por isso a chama
386460;389560;;"05, 25";De fortaleza impenetrável
389560;391760;;"25";Embora o autônoma
