0;10100;"02";Se eu pegar essa ilha e esse helicóptero, e aí tudo faz sentido, porque aqui tem um zumbi e ali não tinha, e agora...
10100;11420;"05, 02";É isso! É isso!
11920;13220;"05, 07, 02";Eu sabia! Eu sabia!
13840;15000;"05, 07";O Guaxaverso existe!
15120;15960;"02";Como assim?
16180;18120;"02";Você entendeu a referência do último episódio?
18260;18980;"07, 02";Olha só, faz tudo!
18980;20040;"07, 02";O Guaxa sabe o que faz!
20040;20960;"07, 02";Espera! O que é o Guaxaverso?
21000;22980;"07, 02";Era só uma questão de tempo!
23100;24220;"07";Todos nos conhecemos!
24220;24520;"07";O Guaxaverso sempre existiu!
24520;25460;"05, 07";É o nosso final!
25460;27140;"01, 05, 07";Eu quero entender o Guaxaverso!
27220;28540;"05, 07";Alguém me explica o que é o Guaxaverso?
28540;32020;"01, 05";É, pessoal, não existe o Guaxaverso!
32080;33740;"01";Eu acredito no Guaxaverso!
33820;36540;"01";Mas supondo que ele exista...
37900;41540;"01, 07";Guaxaverso, onde o que não existe é debatido!
45100;46040;"01";Que loucura!
46160;48660;"01, 07";Você deu um tapa no microfone aí, Guaxa?
48940;51200;"01, 00, 07";Eu não sei o que houve no microfone agora, gente. Melhorou?
51460;51900;"07";Eu...
51900;54800;"01, 07";Do nada! Ainda bem que eu não toquei no microfone.
54840;56560;"01";Tá ótimo! Foi a cabra que abriu a ala!
56560;58520;"01, 07";Eu sei, sei, sei dos dados!
58540;59540;"07";Nossa, é isso!
61180;62380;"01";Me avisa de novo, gente!
62380;64780;"01";Até o retorno... O retorno que nunca funciona, funciona!
64780;69980;"01";Eu comecei a ouvir voz na minha cabeça e elas diziam exatamente o que eu falava e não o contrário, como é normal.
69980;70980;"01";Então, vamos lá!
70980;72980;"07";Vou fazer um babelinho aqui agora, gente. Desculpa!
74980;75480;"07";É água!
77220;80700;"01";Olá! Eu sou Marcelo Guaxinim, narrador, produtor, idealizador, podcast de realidade para o Eduardo Guaxinim.
80700;84180;"01";E, no final do mês que vem, eu vou sair da minha toca.
84180;87900;"01";Vai ter um evento Blumenau Comic Experience.
87900;92340;"01";Aqui na região, na cidade vizinha, né? Do ladinho.
92860;95180;"01";E fui convidado, então farei parte lá.
95320;98620;"01";Prometo falar mais disso no próximo episódio do RPG Guaxinim.
98680;99460;"01";Então, fiquem de olho!
99920;101860;"01";Pra quem não sabe, o Guaxinim vai ser o nosso antigo escudo-mestre.
102180;104380;"01";Aqui vamos ler os comentários e discutir as teorias do último episódio.
104860;108240;"01";Que, no caso, foi o casamento, a festa junina e o chifruto.
108600;111140;"01";RPG Guaxinim 139.
111620;113460;"01";Por isso, eu estou aqui com ela.
113940;115180;"01";Com a nossa querida Ana B.
115680;116160;"01";Aoba!
116720;117780;"01";Que é madrinha da RPG Guaxinim.
117780;118660;"01, 07";Da RPG Guaxinim, né?
118680;119360;"01, 07";Da RPG Guaxinim.
119440;120360;"01";Tudo bem, Ana?
120800;121940;"07";Tudo bem, Sr. Guaxinim.
122120;122860;"01, 07";Boa noite, chat.
122880;124100;"01, 07";Como é que as pessoas te acham na internet?
124600;130060;"07";Vocês me encontram no Instagram, lá como Ana Beatriz, A Beatriz, com dois E, underline Ribeiro.
130400;131460;"07";E me acham em Minas Gerais também.
133280;134840;"01";Você vai perguntando, né?
135440;138080;"01, 07";Onde é que é a fazenda Ana aí? O pessoal vai indicando ali.
138140;141040;"07";Depois da terceira ponte, você vira à direita na estrada de terra.
141520;142580;"07";Aí passa o bambuzal.
143100;143760;"01, 07";Você chega na minha casa.
143780;144040;"01, 07";Isso.
146040;147700;"01";Perfeito, perfeito. Dá uma aventura isso.
147780;152060;"07";A última vez que eu fui explicar para as minhas amigas como chegava na minha casa,
152580;153900;"07";elas foram parar no estado de São Paulo.
154060;156660;"07";Então, não é muito certo.
157620;159340;"01";É sempre um problema, ok.
159800;165040;"01";Para quem quiser ser madrinha ou padrinho deste podcast, assim como a Ana é,
165400;170460;"01";você pode ir lá no PicPay ou no Padrim, procura por RPG Guaxinim e assinar.
170860;171980;"01";A partir de um real você está ajudando a gente.
172060;175240;"01";A partir de dez reais você faz parte do grupo do Telegram, que é maravilhoso.
175240;177500;"01";Que na segunda-feira a gente fez um levantamento.
177780;183680;"01";Já uniu mais de vinte casais e segunda-feira teve correio elegante.
184020;186100;"01";Talvez tenha surgido mais casais ali.
186500;187820;"01";Isso só o tempo dirá.
188280;190660;"01";E a fofoca, né, que ela um dia chega.
191280;197220;"01";Você recebe o episódio antes, tem grupo de spoiler, tem grupo de anime, tem grupo de videogame.
197700;202980;"01";O pessoal organiza encontro, como teve já em São Paulo.
202980;206780;"01";Eu sei que o pessoal de Brasília já se reuniu, o pessoal de Minas.
207120;207620;"01";O pessoal de...
207620;209420;"01";Eu acho que Curitiba teve um também.
210560;216920;"01";Convido vocês, o pessoal da região de Santa Catarina aqui, a Ju, a Iaquica, que mata meus Pokémon.
217500;222880;"01";O pessoal aqui que é da região vai ter o evento aqui em Blumenau, final do mês que vem.
223280;226960;"01";Então vamos se organizar, para a gente conversar, bater um papo.
227120;227560;"01";E é isso.
227760;229580;"01";E também para ajudar a gente, segue a gente nas redes sociais.
