0;800;"02";Estamos prontos?
1140;1980;"07";Estamos sim!
2440;4780;"07";Ah, você prefere mestre ou narrador?
4940;6640;"02";Na verdade, eu prefiro quase.
8880;11140;"02";Olá, eu sou o Marcelo Bastianini e queria convidar você
11140;14160;"02";pra Convenção de Cultura Pop Luiz Delfino,
14520;15840;"02";a Popcom LD.
16200;17940;"02";Ela vai acontecer, como o próprio nome diz,
18200;20080;"02";no Colégio Luiz Delfino,
20340;22020;"02";lá em Blumenau.
22320;24620;"02";Você pode dar uma conferida lá no Instagram deles,
24820;28460;"02";Popcom, P-O-P-C-O-N-L-D.
28460;30280;"02";E todas as informações vão acontecer agora,
30440;32060;"02";dia 14 de setembro.
32240;34560;"02";Eu, Beto e Malu estaremos lá,
34820;35880;"02";visitando o evento
35880;38200;"02";e dando um abraço a quem aparecer.
38640;40220;"02";Então vejo vocês lá, Popcom,
40600;43540;"02";lá na Luiz Delfino, em Blumenau.
44000;45160;"11";Olá, todo mundo!
45600;46900;"11";Aqui é o Adriano Trota,
47120;48520;"11";muito feliz de estar aqui de novo.
49040;51020;"11";Você pode me encontrar na Taverna do Guaxinim,
51340;52120;"11";seja um apoiador,
52640;55240;"11";ou, se você quiser, você também pode me encontrar no Instagram.
55240;58420;"11";É o arroba trota, T-R-O-T-T-T-A.
58460;59980;"03, 11";Oi, gente, aqui é a Shelly.
60280;62700;"03";Vocês me encontram no Blue Sky, no Instagram,
62840;63960;"03";como o arroba Shelly Poison.
64040;66700;"03";Vocês me encontram no RPG Next e em Aventuras Antigas.
67260;69220;"03";E vocês também podem me encontrar
69220;71280;"03";no grupo de spoilers
71280;73340;"03";da Taverna do Guaxinim.
73580;75000;"10, 03";Então, se vocês virarem padrinhos...
75000;75480;"10, 03";Especificamente.
75760;78220;"03";Exatamente, especificamente no grupo de spoilers.
78780;80200;"03";Virem padrinhos, vocês me encontram lá.
80320;81440;"10";Opa, aqui é o Tiki.
81880;84000;"10";E vocês me encontram no RPG Guaxinim.
84280;86320;"10";De vez em quando eu broto num sidecast
86320;87500;"10";ou num contrafactual.
88460;90100;"10";Na Taverna do Guaxinim
90100;92540;"10";e vários grupos adjacentes.
94380;97320;"00";As realidades paralelas do Guaxinim
97320;99140;"00";usam o sistema Guaxinim
99140;99960;"00";e Gambiarra.
100160;102480;"00";Nele, cada jogador possui apenas
102480;105480;"00";um único atributo, que vai de 2 a 5.
106140;107660;"00";Quanto maior o atributo,
107820;109460;"00";mais atlético é o personagem.
109800;110480;"00";Quanto menor,
111060;112840;"00";mais inteligente e carismático.
113640;115320;"00";Sempre que o jogador faz algo
115320;116580;"00";com uma chance de errar,
116580;118560;"00";joga dois dados.
118700;120780;"00";E precisa tirar o seu atributo ou menos
120780;122680;"00";para ataques e ações físicas.
123340;124900;"00";E seu atributo ou mais
124900;127040;"00";para ações intelectuais e sociais.
127900;129440;"00";Se a jogada for fácil
129440;130700;"00";ou tiver algum auxílio,
131340;133060;"00";joga um dado a mais.
133480;134780;"00";Se a jogada for difícil,
135320;136840;"00";rola-se um dado a menos.
137080;138580;"00";Eu sou a Tarinê, eu tô gripada,
139760;141140;"00";mas eu faço tudo
141140;142080;"00";por esse projeto.
142780;144580;"00";E por isso que eu sou madrinha do RPG Guaxinim.
145540;146140;"00";Porque,
146580;148580;"00";esse projeto tem um lugar especial
148580;149340;"00";no meu coração.
150840;152580;"02";Convido você a nos seguir nas redes sociais
152580;154520;"02";ao marcelo guaxinim, arroba rpguaixa
154520;156700;"02";lá no Instagram e no Blue Sky.
157300;158640;"02";Se você quiser que o RPG Guaxinim
158640;160580;"02";continue a existir, seja nosso
160580;162640;"02";padrinho. Vai em apoia.se
162640;164520;"02";barra rpguaixa. Contribua
164520;166260;"02";a cada um real, ajuda muito.
166540;168400;"02";Cada 10 reais você faz parte do nosso grupo do Telegram
168400;170240;"02";que recebe episódio antes, grava
170240;172360;"02";NPC, grava a leitura
172360;174140;"02";de regras como a gente viu agora.
174140;176320;"02";Tem uma série de outras vantagens.
176580;178400;"02";Que você já ouviu falar aqui em outros
178400;180400;"02";episódios. Mas agora,
180600;182380;"02";vamos lá. Episódio de hoje,
183040;184300;"02";Memórias Nebulosas.
202060;204640;"02";Essa aventura a gente vai começar de uma maneira diferente,
205060;206500;"02";já que os personagens,
206500;208600;"02";não sabem nada sobre si.
208860;210120;"02";Então primeiro eu quero que o Tic
210120;211860;"02";fale sobre a aparência
211860;214560;"02";e o atributo do personagem dele.
214840;216600;"10";Hoje eu vou jogar como Vitor,
217280;217860;"10";um homem
217860;220700;"10";fordo, aquele meio forte
220700;222560;"10";e meio gordo, cabelos
222560;224160;"10";castanhos, claro, com
224160;226180;"10";entradas em grandes.
226640;228860;"10";45 anos, uma estatura mediana,
229380;230480;"10";olhos cor de mel
230480;232660;"10";e o atributo é o 5.
233120;234380;"02";O quarto de aluguel
234380;235660;"02";é minimalista.
236500;238320;"02";Paredes metálicas lisas, uma cama
238320;240160;"02";flutuante de material sintético,
240960;242700;"02";a iluminação vermelha suave,
243240;244580;"02";a pequena tela holográfica
244580;246420;"02";na parede exibe um filme sem história.
246900;248440;"02";Qual a aparência e o nome da pessoa
248440;249480;"02";que está do teu lado, Tic?
249640;252600;"10";Do meu lado, numa cama do meu lado
252600;254380;"10";ou do meu lado na mesma cama que eu?
254880;256720;"02";Assim, caso não tenha ficado claro,
256840;258640;"02";é basicamente um quarto de motel.
259080;260660;"02";Tem alguém com você neste quarto.
260940;261920;"02";Quem é esta pessoa?
261920;263780;"02";O nome dela e a aparência dela.
264260;265920;"10";A Cristal, ela é uma
265920;267520;"10";uma negra
267520;269660;"10";com pele bem escura mesmo
269660;272180;"10";com os olhos
272180;274140;"10";bem negros também
274140;275480;"10";com um corpo
275480;277200;"10";machinho
277200;279140;"10";e cabelos
279140;281360;"10";naquela trança nago.
281680;284200;"02";Perfeito. Tu tá lá, assim, se recuperando
284200;285340;"02";de alguma coisa
285340;287880;"02";ela te abraça
287880;289820;"02";assim, vocês ficam ali um tempinho
289820;291460;"02";e ela diz
291460;293680;"05, 02";A gente devia contar pra ela,
294080;295380;"05, 02";não é? Devia.
295920;296360;"02";Acorda.
297480;299020;"02, 11";Trota, aparência e atributo.
299300;300840;"11";Eu vou jogar hoje com o Richard.
301240;303140;"11";Ele tem 34 anos,
303680;305180;"11";uma estatura mediana,
305180;306860;"11";tem a pele clara,
307060;309200;"11";os olhos e cabelos bem pretos,
309680;311060;"11";ele usa uma barba cheia,
311580;312800;"11";barba e bigode cheios,
313380;315340;"11";tem os cabelos encaracolados,
315460;316600;"11";mas ele usa raspado
316600;319180;"11";dos lados e um pouco mais cheio em cima
319180;320720;"11";e eu acho que é isso.
320780;321880;"11";O atributo dele é 3.
322200;325180;"02";O laboratório de monitoramento do satélite Sofia 16
325920;327040;"02";é um espaço futurista
327040;329220;"02";repleto de telas holográficas
329220;331040;"02";e painéis de controles flutuantes
331040;333820;"02";onde técnicos em trajes inteligentes
333820;335740;"02";interagem com dados em tempo real.
335980;338020;"02";No centro, um holograma tridimensional
338020;340020;"02";do satélite viajando pelo espaço
340020;342200;"02";exibe informações detalhadas
342200;344020;"02";sobre seu status e trajetória.
344460;345980;"02";A jovem estagiária do seu lado
345980;347820;"02";aperta o seu braço e diz
347820;350180;"06, 02";Senhor, você estava certo.
350780;352420;"06";Mesmo distante do planeta alvo
352420;353720;"06";ele, ele
353720;355660;"06";tem atmosfera,
355660;357580;"06";o senhor, o senhor entrou
357580;358360;"06";pra história.
358980;361320;"02";Ela abraça o teu braço assim
361320;363480;"02";se pressionando contra você o máximo
363480;365680;"02";que ela pode. Ela tem a pele clara
365680;367720;"02";assim, os cabelos com muitas cores.
368000;369420;"06";Eu acho que pra comemorar o senhor
369420;371380;"06";devia aceitar o jantar que está me devendo.
371720;373620;"02";Tu também é bem nova, assim como ela,
373820;375400;"02";né? Toda aquela equipe
375400;377640;"02";te obedece como
377640;379240;"02";um líder ali claramente
379240;381480;"02";e ela tá assim, tá todo mundo
381480;382640;"02";empolgadíssimo.
382980;384840;"02";Fez uma grande descoberta.
385000;385640;"11";Eu falo pra ela, né?
385660;386760;"11";É claro que eu estava certo.
386980;388540;"11";Você tinha dúvida, por acaso?
388720;391840;"11";Por considerar o jantar
391840;392960;"11";que você está falando
392960;395960;"11";mas com essa ressalva, hein?
396480;398020;"11";Acredite mais da próxima vez.
399280;400140;"11";Ele dá um sorriso
400140;401320;"11";assim e
401320;403800;"11";dá tipo um soquinho no ombro
403800;405100;"11";dela assim, de brincadeira.
405140;407840;"06";Mas senhor, enquanto estávamos nesse momento
407840;409740;"06";especial, sua esposa
409740;410960;"06";enviou uma mensagem.
411760;413320;"06";O parto foi bem sucedido.
413320;415520;"06";Eu já enviei um cartão e florista.
415660;417560;"06";Eu já enviei um cartão e florista pra ela, em nome do senhor.
418020;419000;"06";Pode ficar tranquilo.
420760;421400;"02";Shelly,
422020;423220;"02";aparência e atributo.
423340;425260;"03";A Nívia tem 37 anos,
425500;427680;"03";ela é alta, magra, tem cabelos loiros
427680;429580;"03";lisos um pouco abaixo dos ombros
429580;430800;"03";e olhos azuis.
431220;432440;"03";E o atributo é 4.
432560;435720;"02";A paisagem lunar ao redor da base de treinamento
435720;437860;"02";é desolada, com crateras
437860;439820;"02";e rochas espalhadas por um céu negro
439820;441580;"02";prontilhado por estrelas brilhantes.
442280;443680;"02";A base, composta por
443680;445000;"02";cúpulas geodésicas,
445660;447840;"02";interconectadas, é cercada por painéis
447840;449740;"02";solares, com a Terra brilhando
449740;450900;"02";no horizonte distante.
451480;454020;"02";Você está sentada, dá pra sentir as lágrimas
454020;455580;"02";e o muco nasal no rosto
455580;456720;"02";dentro do capacete.
457440;459420;"02";Um outro homem com roupa de astronauta
459420;461600;"02";se aproxima de você, bate
461600;463360;"02";continência e pelo rádio
463360;465180;"02";ele diz...
465180;467480;"01";Tenente, permissão para falar honestamente,
467580;469280;"01";tenente? Permissão concedida.
469400;471500;"01";Se a senhora estivesse lá, teria
471500;473600;"01";morrido também. Não havia como saber
473600;475380;"01";que sua cidade seria atacada.
475660;477460;"01";A Terra está em colapso.
477680;479780;"01";Parece que os humanos querem vencer a corrida
479780;481560;"01";contra a poluição e...
481560;483800;"01";se extinguir primeiro. Não tem ninguém
483800;485760;"01";nessa base que tenha passado por uma dor
485760;487200;"01";parecida, mesmo
487200;489000;"01";que em escala menor.
489560;492040;"01";Olha, o que eu quero dizer é que
492040;494220;"01";acima de hierarquias,
494900;495920;"01";você tem uma família
495920;497740;"01, 03";aqui na Lua. Eu só faço
497740;499700;"03";um sinal com a cabeça, mas
499700;501480;"03";eu choro
501480;503140;"03";três vezes mais.
505660;507400;"02";Você acorda. Na verdade,
507920;509800;"02";vocês acordam lentamente,
510320;512120;"02";sentindo uma leve dor de cabeça
