0;10280;;"06";O Japão é um país engraçado, onde monstros gigantes destroem cidades, em especial as
10280;15860;;"06";pedreiras, e jovens com seus robôs gigantes lutam contra esses monstros, e também destroem
15860;16960;;"06";a cidade no processo.
17420;21340;;"06";É engraçado que sempre são jovens, os adultos parecem sempre estar ocupados fazendo outras
21340;24740;;"06";coisas, quem sabe reconstruindo a cidade, talvez?
24740;30580;;"06";Outra grande tradição japonesa são as meninas mágicas, garotas que estudam em colégios
30580;35400;;"06";que as obrigam a usar roupinhas de marinheira, e que quando se transformam viram elas mesmas
35400;40480;;"06";usando as mesmas roupas, só que mais chamativas, com o intuito de disfarçá-las.
40780;45860;;"06";O episódio de hoje é sobre esse segundo grupo, o de meninas mágicas, sem pedreiras e robôs
45860;48140;;"06";gigantes, ao menos não no primeiro episódio.
49180;54520;;"06";Episódio de hoje, Guerreiras Mágicas do Guaxinim, com as Madrinhas Mágicas.
54740;60000;;"06";Ágata Sofia, lá do Projeto Drama, da Casa das Ágatas, do EgoCast e do RPGuache.
60340;63660;;"06";Com a Fer Cortez, do Estação 21 e do RPGuache.
64040;67800;;"06";Com a Fabiola Belo, do Instagram do RPGuache e do RPGuache.
68420;72260;;"01";O Realidade Paralelas do Guaxinim usa o sistema guaxinis e gambiadas.
72620;76600;;"01";Nele, cada jogador possui apenas o único atributo que vai de 2 a 5.
76860;79500;;"01";Quanto maior o atributo, mais atlético é o personagem.
80080;82260;;"01";Quanto menor, mais inteligente e carismático.
82740;84600;;"01";Sempre que o jogador faz algo com uma chance diferente.
84740;86120;;"01";Se errar, joga-se dois dados.
86500;89520;;"01";E precisa tirar seu atributo ou menos para ataques e ações físicas.
89840;92820;;"01";E seu atributo ou mais para ações intelectuais ou sociais.
93340;96540;;"01";Se a jogada for fácil ou tiver algum auxílio, joga um dado a mais.
96880;99100;;"01";Se a jogada for difícil, rola-se um dado a menos.
