0;9700;"02, 03";O mais difícil que sair do inferno, é continuar fora dele.
10960;14760;"03";Episódio de hoje, A Voz da Garotinha.
16020;20360;"03";Com os padrinhos, Juleiva, a nossa Jumozinha.
21060;23720;"03";Felipe Xavier, lá do Arquivos da Patrulha.
24680;27800;"03";E o Gus, do Arquivos da Patrulha, do Projeto Drama, da nossa poesia,
27800;29520;"03";e de Uma Mesa no Fim do Universo.
30000;35440;"14";O Realidade e os Paralelos do Guaxinim, usa o sistema Guaxinins e Gambiarras.
36020;41760;"14";Nele, cada jogador possui apenas um único atributo que vai de 2 a 5.
42260;45840;"14";Quanto maior o atributo, mais atlético é o personagem.
46380;49200;"14";Quanto menor, mais inteligente e carismático.
49780;52520;"14";Sempre que o jogador faz algo com uma chance de errar,
52520;58520;"14";joga dois dados e precisa tirar seu atributo ou menos para ataques e ações físicas.
58520;64100;"14";E seu atributo, ou mais, para ações intelectuais ou sociais.
64100;68840;"14";Se a jogada for fácil, ou tiver algum auxílio, joga um dado a mais.
68840;72560;"14";Se a jogada for difícil, rola-se um dado a menos.
72560;76700;"14";Eu sou o Rodrigo Demo, e sou o padrinho do RPG Guaxa,
76700;80960;"14";porque a vida é muito curta para viver uma única realidade.
80960;83420;"14, 03";Não deixe de seguir nas redes sociais,
83420;86900;"03";arroba marcelaguaxinim, arroba rpguax, tanto no Twitter quanto no Instagram.
86900;87580;"03";Considere também se inscrever no canal, e se inscrever no canal, para receber notificações de novos vídeos.
87580;90820;"03";Considere também se tornar apoiador deste projeto.
90820;95620;"03";E deixa eu avisar para vocês, esse episódio trata de temas pesados.
95620;101260;"03";Então se você é menor de idade, ou está num momento mais sensível, eu evitaria de ouvir.
117580;129860;"unknown";Música
130780;139180;"00";Srs. passageiros, temos 7 realidade paralelas, 1 infinidade de possibilidades, 3 jogadores e um guaxinim.
139180;145600;"00";Por favor, coloque sua cadeira na posição vertical, aperte o cinto e segure sua bebida,
145600;147560;"00";pois a nossa aventura já vai decolar e chegar a seu miravez de verdade.
147580;150600;"00";Cinco
150600;153660;"00, 04, 10";Quatro
153660;156420;"07, 04, 10";Três
156420;159280;"10";Dois
159280;164220;"13";RPG
164220;166600;"13";Realidades Paralelas do Guaxinim
166600;169360;"13";Sua aventura de bolso na forma de podcast
169360;172280;"13";Uma jornada completa a cada episódio
177580;194640;"03, 10";O velho estava no inferno
194640;197860;"03";Os dias no inferno eram todos iguais para o velho
197860;199320;"03";Ele se afogava
199320;202000;"03";Uma sereia beijava sua boca enchendo seus pulmões
202000;204280;"03";E ele se afogava novamente
204280;206920;"03";As sereias não tinham só cauda de peixe
206920;207560;"03";Mas só a pele
207560;208980;"03";Sua cara também era escamosa
208980;210460;"03";E seu beijo era nojento
210460;212420;"03";Às vezes o velho ficava tão apático
212420;214880;"03";Que as sereias o levavam até a superfície do rio
214880;217040;"03";Um rio de uma água escura e espumante
217040;220200;"03";Lá ele via um garoto sendo arrastado pela água
220200;221880;"03";Um garoto que era importante para ele
221880;224380;"03";O velho então nadava apenas pulmões
224380;225420;"03";Para salvar o garoto
225420;227720;"03";E quando ele quase o alcançava
227720;229680;"03";Uma cegonha gigantesca
229680;232540;"03";Pegava no bico e o levava para longe
232540;234420;"03";E então o velho se afogava
234420;236700;"03";Num choro sem lágrimas no fundo do rio
236700;237540;"03";Um dia o velho se afogava
237540;239280;"03";E ao invés de nadar atrás do garoto
239280;240620;"03";Subiu uma ladeira
240620;242260;"03";Cheia de gente acorrentada
242260;244480;"03";Passou por lugares inimagináveis
244480;246640;"03";Até que voltou ao mundo dos vivos
246640;250020;"03";E sentou em sua cadeira para observar os pássaros
250020;251400;"03";O homem
251400;253060;"03";Estava em casa
253060;254940;"03";E sua vida era o trabalho
254940;257200;"03";A menina estava sentada na grama
257200;259500;"03";Ela brincava sozinha no quintal
259500;261600;"03";Ela queria ir ao parque
261600;262880;"03";Se balançar no balanço
262880;265580;"03";Tomar um sorvete grande demais para segurar com uma mão
265580;267380;"03";Ou mesmo ter alguém para tomar chá
267380;268820;"03";Imaginar com suas bonecas
268820;271600;"03";Mas seus pais viviam para o trabalho
271600;274340;"03";E por isso o demônio levou sua voz
274340;276580;"03";Como vocês ouviram
276580;277600;"03";Tem um velho
277600;279200;"03";Um homem adulto
279200;280020;"03";E uma criança
280020;282340;"03";E antes da gente começar
282340;284660;"03";A contar a história desses três
284660;285940;"03";De como eles se relacionam
285940;289040;"03";Então primeiro vamos dar um rosto
289040;290920;"03";E um nome para este velho
290920;293760;"03";Gus, fala sobre seu personagem, aparência e atributo
293760;294520;"05, 03";Oi, boa noite
294520;297040;"05, 03";Eu sou o Gus e no nome do meu personagem
297380;298760;"05";É o Sr. Gulliver
298760;300200;"05";Atributo 5
300200;303280;"05";Ele é um homem no auge dos seus 69 anos
303280;306300;"05";Não muito alto, mas bastante forte e robusto
306300;307920;"05";Calvo no alto da cabeça
307920;309880;"05";E cabelos grisados ao redor dela
309880;312140;"05";Como se a natureza tivesse feito um corte
312140;313960;"05";Estilo monge franciscano
313960;316320;"05";Pele branca, mas muito manchada pelo sol
316320;317880;"05";Seu nome se deve pelo fato
317880;319960;"05";De sua mãe adorar os livros da saga
