0;16100;;"09";O Charles vai ser homenageado por ter uma equipe de policiais que não dispara tiros, por uma
16100;18720;;"09";cidade sem crimes e por ser um cara legal.
19140;25140;;"09";Sua delegacia recebeu um policial novo e agora eles vão sair para mais um dia calmo de trabalho.
25580;27280;;"09";Ao menos é isso que todos acreditam.
27280;32340;;"09";Episódio de hoje, a medalha do Charles, com o assinário Gabriel Pinheiro aqui da
32340;36860;;"09";RPG Guaxa e com a Ana lá do Projeto Drama e também da RPG Guaxa.
37720;42420;;"09";Como você sabe, desde o início de novembro a Promobit tem apoiado este projeto.
42420;46700;;"09";Quero agradecer muito o pessoal da Promobit, esse apoio foi maravilhoso.
47000;52140;;"09";Obrigado por abraçarem a RPG Guaxa, ainda mais no ano complicado como foi este 2020.
52560;54280;;"09";Vocês me ajudaram muito.
54620;56820;;"09";Para quem não conhece ainda, está meio perdido.
57280;58680;;"09";Eu venho falando disso há muito tempo.
59100;62160;;"09";Mas a Promobit é uma comunidade que reúne ofertas.
62560;68440;;"09";As pessoas vão lá, deixam ofertas para que outras pessoas possam avaliar e aproveitá-las.
68740;73040;;"09";A equipe da Promobit está sempre avaliando para ser sempre ofertas em sites conhecidos
73040;76740;;"09";e que as ofertas sejam ofertas de verdade.
77160;79140;;"09";Essa é a grande vantagem da Promobit.
79500;83260;;"09";Porque oferta, como você sabe, é quando as coisas estão abaixo do preço normalmente
83260;84120;;"09";deste produto.
84120;87260;;"09";Então vai lá, baixa o aplicativo ou procura no site.
87280;89200;;"09";Cria o teu cadastro.
89460;92180;;"09";Vai rolando o feed deles, tem promoção de tudo.
92540;94520;;"09";Tenho certeza que vai encontrar alguma coisa que você queira.
94860;99400;;"09";E caso aconteça de não ter nenhuma promoção daquele item que você busca,
99860;102920;;"09";deixa no filtro, já deixa lá na sua lista de desejos.
103260;106660;;"09";Quando surgir uma promoção, tu vai ser avisado e tu vai comprar.
107020;110260;;"09";Promobit, a melhor forma de fazer o seu dinheiro valer.
110740;114280;;"07";O Realidades Paralelas do Guaxinim usa o sistema Guaxinim e Gambiarras.
114280;114920;;"07";O Guaxinim é um sistema de guaxinimas.
114920;114940;;"07";O Guaxinim é um sistema de guaxinimas.
114940;114980;;"07";O Guaxinim é um sistema de guaxinimas.
114980;115040;;"07";O Guaxinim é um sistema de guaxinimas.
115040;115060;;"07";O Guaxinim é um sistema de guaxinimas.
115060;120700;;"07";Nele, cada jogador possui apenas um único atributo, que vai de 2 a 5.
121060;123940;;"07";Quanto maior, mais atlético é o personagem.
124300;127800;;"07";Quanto menor o atributo, mais inteligente e carismático.
128180;132880;;"07";Sempre que o jogador faz algo com uma chance de errar, ele rola dois dados.
133160;137940;;"07";E precisa tirar seu atributo ou menos para ataques e ações físicas.
137940;142220;;"07";E seu atributo ou mais para ações intelectuais ou sociais.
142560;144940;;"07";Se a jogada for fácil ou tiver algum assunto,
145060;146700;;"07";joga um dado a mais.
147020;150000;;"07";E se for muito difícil, rola-se um dado a menos.
150520;153580;;"07";Eu sou Isabela Fontanella e sou madrinha do RPG Guaxia,
153700;156140;;"07";porque afinal de contas foi no grupo dos padrinhos
156140;158580;;"07";que eu comecei o meu negócio de risadas malignas.
161220;163680;;"09";Tem um resuminho dessas regras lá no nosso Instagram.
163920;165540;;"09";Por sinal, não deixe de nos seguir.
167440;169920;;"09";Tanto no Twitter quanto no Instagram.
170220;173060;;"09";Também considere ser nosso padrinho para gravar vozes para NPCs.
173940;174880;;"09";Gravar essa introdução.
175060;175600;;"09";Você ouviu?
175940;180600;;"09";Opinar sobre a aventura, jogar com outros padrinhos, participar de grupos, etc.
181120;181840;;"09";Boa aventura.
190020;191880;;"13";Aí vocês estão na caverna.
192380;192980;;"10";Rola os dados.
194040;195580;;"10";Bola de fogo!
197020;197780;;"unknown";Chama...
197780;199440;;"10";Chama o clérigo.
200540;201820;;"10";Como assim eu morri?
203020;203580;;"02, 10";Rola iniciativa.
205060;207260;;"10";Então, não tem armadilha.
207540;208160;;"10";Podemos ir.
208900;210080;;"09, 10";O que vocês fazem?
211460;212140;;"00";Tá, tá.
212360;215480;;"00";Eu amarro uma corda nelas e uso como arma.
215860;216740;;"09";Eu ataco.
217140;221060;;"09, 02, 10";O mago lança seu Thunderbolt mais 15 no Ubi Holder.
221080;223380;;"02, 10";Eu quero rolar a percepção, posso?
224120;225780;;"10";Tem algum lugar para se esconder?
226420;228680;;"02";Ah, falha a crítica.
229240;230060;;"02";Ataque de impunidade!
230060;231300;;"02";Ei, arrumando!
231440;232640;;"12, 02";Chama o clérigo!
235060;238980;;"00";RPG, Realidades Paralelas do Guaxinim.
239360;241940;;"00";Sua aventura de bolso na forma de podcast.
242360;244900;;"00";Uma jornada completa a cada episódio.
244900;246900;;"00";Abertura
265060;270620;;"09, 02";A pequena cidade de Ravinica do Norte fica no sul do Brasil.
270900;273400;;"09";Possui algumas praias bonitas, embora pouco famosas.
273680;278600;;"09";Além de um porto que é usado normalmente para despachar produtos derivados de porcos e aves.
278860;282080;;"09";Para portos maiores, que distribui para o resto do Brasil e do mundo.
282440;287300;;"09";Esta cidade, até então desconhecida do resto do país, se tornou famosa nas últimas semanas
287300;292620;;"09";quando um levantamento do IBGE descobriu que além de possuir a menor taxa de criminalidade do país,
293360;294180;;"09";Ravinica do Norte,
294180;299680;;"09";estava há cinco anos sem que um policial tenha disparado uma arma em ação.
299680;304940;;"09";Isso explica porque Charles, o delegado responsável pela região, vai receber uma medalha.
304940;306940;;"09";Mas não explica o motivo de sua preocupação.
306940;309440;;"09";Charles é o cara mais legal que vocês já conheceram.
309440;314440;;"09";Contam as lendas que quando policial, ele fez um grupo cheio de armamento pesado
314440;319680;;"09";que assaltou o banco sem entregar e pedir desculpas ao povo, apenas conversando.
319680;322480;;"09";Todos estão muito felizes pela medalha que o Charles vai receber.
322480;323980;;"09";A medalha será entregue hoje.
323980;325980;;"09";Hoje, no final do dia.
325980;328980;;"09";A aventura vai começar no início da manhã.
328980;330980;;"09";Os jogadores então são policiais, né?
330980;333980;;"09";Hoje pela manhã, a delegacia está recebendo também um novo policial,
333980;335980;;"09";que é o personagem do Gabriel Pinheiro.
335980;337980;;"09";Fala sobre o seu personagem, atributo, aparência.
337980;341980;;"09, 12";Ele é alto, magro, usa óculos e tem uma cicatriz na bochecha.
341980;345480;;"12";Chegou a cursar faculdade de biologia na capital, mas largou no último semestre.
345480;349480;;"12";Fez um concurso e foi viver a vida de policial, que era um antigo sonho de infância, no interior.
349480;353480;;"12";Ele não gosta de falar porque ele se mudou, mas toda sua família ainda mora na capital.
353480;355980;;"12";E o primeiro dia de trabalho dele é hoje.
355980;357980;;"09, 12";O atributo dele é 3.
357980;361480;;"09";E tem as duas policiais veteranas dessa delegacia.
361480;363480;;"09, 03";Vamos ouvir então como é o personagem da Sinara.
363480;365480;;"03";Minha personagem é a Natália.
365480;369480;;"03";Ela tem 45 anos, então ela é mais antiga ali.
369480;372480;;"03";E ela está lá há um tempo, já na delegacia.
372480;375480;;"03";E até que ela gostava bem de ser policial, era uma boa policial.
375480;378480;;"03";Mas depois que o Charles começou a...
378480;383480;;"03";Que ele assumiu e o crime diminuiu, ela foi deixando um pouco de lado a polícia.
383480;388480;;"03";E ela resolveu dedicar a vida dela pra dar aula de balé pra crianças carentes.
388480;393480;;"03";E aí, ela tem uma parceira muito legal, que bate ponto pra ela.
393480;396980;;"03";E quando precisa, a parceira dela liga pra ela ir pra delegacia.
396980;403980;;"03";Ela tem atributo 4, é alta, magra, tem os cabelos ruivos e um monte de tatuagem.
403980;404980;;"09";Perfeito.
