0;29980;"03";O que é Dodgeball?
30020;33100;"03";Para arremessar, primeiro você precisa arrancá-la com uma bola de borracha.
33820;34580;"03";Ou quase isso.
36160;38340;"03";Episódio de hoje, Queimada.
39120;41380;"03";A ascensão das lendárias cobras roxas.
42140;45520;"03";Com meus grandes amigos Fencas, Debbie e André Trapani.
46400;50020;"00";O Realidades Paralelos do Gostinim usa o sistema Gostinim de Cambiarras.
50980;55620;"00";Nele, cada jogador possui apenas um único atributo, que vai de 2 a 5.
56100;59620;"00";Quanto maior o atributo, mais atlético é o personagem.
60000;63440;"00";Quanto menor, mais inteligente e carismático.
63900;68960;"00";Sempre que o jogador faz alguma coisa com uma chance de errar, ele joga dois dados.
69340;74160;"00";E precisa tirar seu atributo ou menos para ataques e ações físicas.
74460;78560;"00";E seu atributo ou mais para ações intelectuais ou sociais.
79320;85220;"00";Quando a jogada for fácil, ou tiver o auxílio de algum jogador, um dado a mais.
86040;89360;"00";E se o jogador for difícil, rola-se um dado a menos.
89360;93220;"00";Eu sou a Ana B. E sou a Marlinha do RP Guaxa.
93540;99960;"00";Porque aqui, em todos os lugares, tem os lógicos e os bichinhos mais legais de todo o mundo.
100680;101180;"00";É isso.
102800;104300;"03";Não deixe de seguir nas redes sociais.
104400;105820;"03";É uma salva a chininha, arroba a RP Guaxa.
105960;107200;"03";Tanto no Twitter quanto no Instagram.
107480;110340;"03";Considere também nos apoiar no PicPay ou no Padrim.
110500;111320;"03";E boa aventura.
119360;122240;"09";Sete realidades paralelas.
122720;125120;"09";Uma infinidade de possibilidades.
125860;128520;"09";Três jogadores e um guaxinim.
129500;134820;"09";Já estão todos no campo e aguardando o apito para o início a mais uma aventura.
138240;139280;"11";Cinco.
141200;142240;"01, 11";Quatro.
144100;145140;"01";Três.
147140;147780;"07";Dois.
149360;150360;"unknown";Três.
152360;153000;"01";RPG.
153580;155320;"01";Realidades paralelas do guaxinim.
155680;158120;"01";Sua aventura de bolso na forma de podcast.
158500;161020;"01";Uma jornada completa a cada episódio.
175760;179000;"03";Após um governo conturbado, os Estados Unidos do Brasil,
179360;182020;"03";passou por uma série de proibições absurdas.
182440;183660;"03";A maioria envolvendo lazer.
184180;188200;"03";Proibiu estilos musicais, danças, exceto o sertanejo e o vaneirão.
188840;189920;"03";Esportes e etc.
190360;196140;"03";Do dia para a noite, os esportes mais populares dos estados brasilenses se tornaram crime.
196400;197820;"03";Futebol, mesmo de botão.
198280;199180;"03";Vôlei de quadra.
199560;200120;"03";Basquete.
200120;205580;"03";Na verdade, todos os esportes com cestas, no geral, por conta do seu cunho sexual.
206080;206880;"03";É o que testa na lei.
207060;208900;"03";Skate, surf, esqui na neve.
208900;211420;"03";Embora não seja praticado em nenhum estado.
211980;213220;"03";Boccia, entre outros.
213420;214900;"03";O povo viveu momentos de tristeza.
216120;217300;"03";Só que a tristeza durou pouco.
217660;222740;"03";Porque maior que a incapacidade do cidadão médio em julgar a índole de um ser humano branco vestido um terno,
223120;225280;"03";é a sua capacidade de achar brechas na lei.
225760;229080;"03";E a queimada, antes relegada a professores de educação física,
229480;231600;"03";que queriam ver sangue no nariz dos gordinhos,
232060;233400;"03";se tornou um esporte nacional.
233680;235200;"03";Hoje, com a paz voltando a reinar,
235200;238200;"03";e os esportes normais voltando a serem as grandes estrelas,
238900;241320;"03";a queimada está perdendo sua chama.
241560;242480;"03";Queimada? Chama?
242880;245400;"03";O último torneio vai ser realizado esse ano.
245780;247000;"03";E precisa ser épico.
247420;249020;"03";Ou será esquecido ano que vem.
249620;252060;"03";Para esse torneio, 38 times se inscreveram.
252480;255180;"03";E 36 foram selecionados para a disputa.
255620;257300;"03";Que já começou com uma grande perda.
257680;259900;"03";Com o menino Ney voltando a jogar futebol,
260320;262420;"03";o time Toys saiu da competição,
262820;267480;"03";dando lugar ao time que ficou classificado na 37ª posição.
267480;267660;"03";Esse é o time que ficou classificado na 37ª posição.
268400;268880;"03";Esse é o time que ficou classificado na 37ª posição.
268880;270820;"03";Esse é o time dos nossos jogadores, que são...
270820;273420;"03";André, fala sobre seu personagem, aparência e atributo.
273520;277140;"06";O menino Ney Souza é um menino magro, baixinho, de 17 anos,
277540;280440;"06";que sempre teve o defeito de não saber falar não para as outras pessoas.
280840;282620;"06";Mesmo para os pedidos mais absurdos.
283040;286120;"06";Ele não conseguia evitar, porque sempre queria tentar agradar as pessoas.
286320;289620;"06";O que não ajudou muito, já que por ter nascido numa sexta-feira,
289780;293340;"06";às 18h57, as pessoas nunca lembravam o nome dele
293340;296940;"06";e costumavam contar a história sobre ele em que ele estava presente.
296940;298360;"06";Porque esqueciam que ele estava lá.
298360;301320;"06";Por causa do bullying, das pessoas jogando coisas nele o tempo inteiro,
301540;304360;"06";e também porque ele sempre se meteu em algumas situações malucas
304940;307460;"06";quando ele ia ajudar a fazer o que os outros pediam,
307760;309220;"06";ele desenvolveu uma habilidade incrível,
309740;312240;"06";a de desviar de qualquer coisa que estivesse indo na sua direção.
312540;314500;"06";Um dia na escola, o professor de Educação Física
314500;317360;"06";estava descendo com as bolas queimadas de uma escada
317360;320160;"06";e quando um aluno esbarrou nele, ele deixou cair tudo.
320500;322700;"06";Tudo estava indo em direção ao Irineu,
322900;324580;"06";que vinha subindo na direção contrária.
324820;326560;"06";Ele achou que o menino, que era familiar,
326560;328120;"06";mas ele não conseguia lembrar o nome,
328360;330960;"06";ia ser acertado, rolar a escada abaixo e se machucar bastante.
331080;334500;"06";Mas se surpreendeu ao ver ele desviando desastrosamente de todas as bolas.
335100;337520;"06";Com isso, ele pediu para o Irineu entrar no time de queimada.
337720;341580;"06";Ele não queria, porque o único interesse era acompanhar a história de quadrinhos
341580;342820;"06";sobre seus heróis favoritos,
342960;345760;"06";uns cavaleiros que usavam armadura de animais para combater o mal.
346160;347320;"06";Mas não conseguiu falar não.
347600;350600;"06";Ele foi seguindo, sempre preocupado de estar nos jogos,
350820;352320;"06";tanto com medo de levar a bolada,
352460;356160;"06";quanto porque quanto mais ele aparece, parece que mais as pessoas pedem coisas para ele
356160;358140;"06";e menos tempo ele tem para suas revistas.
358680;360040;"06";Mas até hoje não conseguiu falar não
360040;363420;"06";e acabou se vendo tendo que participar de um torneio.
363820;364760;"06";O atributo dele é 2.
365200;367940;"15, 03";Debbie, fala sobre o seu personagem, a aparência e o atributo.
367960;372780;"15, 03";Minha personagem é a Regina, ou Regis, como ela é conhecida quando ela está em quadra.
373500;379360;"15";Ela tem 17 anos, cabelo liso, escuro, muito longo,
379800;382180;"15";mas os cabelos são sempre presos num coque.
382180;387680;"15";Tem atributo 5, ela é muito forte, ela vai para a academia direto,
388360;389200;"15";via globo.
389880;392220;"15";E quando tudo foi para o espaço,
392380;394340;"15";quando todas as formas de lazer foram para o espaço,
394800;398040;"15";ela resolveu que ela ia ter que fazer alguma coisa
398040;402300;"15";e terminou caindo na queimada.
402860;406140;"15";E a queimada para ela virou tudo na vida.
406620;409040;"15";Porque ela sabe, ela tem certeza,
409160;410740;"15";porque a família dela é muito religiosa,
411320;414000;"15";ela tem certeza que o dia que ela parar de jogar a queimada,
414000;416340;"15";vão querer que ela case,
416680;418000;"15";que ela fique dona de casa,
418360;420320;"15";e ela não quer isso de jeito nenhum.
420820;423320;"15";Então ela precisa ganhar esse jogo.
423760;426280;"03";E Fênix fala sobre o personagem, a aparência e o atributo.
426560;428700;"04";Olá, serei Pejamim Branco,
429040;431340;"04";mas é popularmente conhecido como o Bacana.
431580;434300;"04";Pejamim, ele cresceu com um garoto bem gordinho,
434360;435720;"04";que sofria bullying na escola.
436500;438640;"04";E aí quando ficou adulto, ele continuou gordinho,
438740;439780;"04";continuou sofrendo bullying.
440020;441340;"04";Até que um dia ele disse chega,
441340;443380;"04";e aí ele encontrou o seu melhor amigo,
443520;445600;"04";que virou o personal trainer, o Michel,
446180;447340;"04";e entrou numa dieta rigorosa,
447340;449340;"04";aliada a exercícios físicos,
449340;451340;"04";que o fez ficar forte,
451340;453340;"04";e de certa forma esbelto.
453340;455340;"04";E aí a partir dessa história,
455340;457340;"04";ele teve a ideia de vender esse método de emagrecer,
457340;460340;"04";usando ele como grande inspiração,
460340;462340;"04";e construiu uma academia.
462340;464340;"04";E a academia fez tanto sucesso,
464340;466340;"04";que virou uma rede de academias,
466340;468340;"04";em todo o bairro da cidade,
468340;471340;"04";de repente havia mais uma Academia Globo.
471340;474340;"04";E aí o Bacana foi ficando cada vez mais famoso.
474340;476840;"04";Hoje, ele continua baixinho, como sempre,
476840;478840;"04";atarracado, forte,
478840;482840;"04";mas aquele forte a uma rosquinha de começar a ficar gordo.
482840;485840;"04";Mas ele só usa roupas apertadas e um pouco bizarras,
485840;487840;"00, 04";para mostrar como ele ficou forte.
487840;490840;"04";E dentre todas as atividades da Academia Globo,
490840;493840;"00, 04";uma que mais fazia sucesso no início,
493840;495840;"04";era o clube de queimar.
495840;498840;"04";Todo mundo queria entrar para virar parte
498840;500840;"04";dos famosos Cobras Roxas,
500840;502840;"04";o grande time campeão.
502840;504840;"04";Por onde já passaram diversas lendas,
504840;506840;"04";como Blade, Laser,
506840;507840;"04";Blazer,
507840;509840;"04";e até a eterna Fran Stalino...
509840;512840;"04";...
512840;514840;"04";Mas, com o declínio da queimada,
514840;516840;"04";veio também o declínio das Cobras Roxas,
516840;518840;"04";e do próprio Bacana,
518840;520840;"04";que ficou cada vez mais isolado.
520840;522840;"04";Não aguentando essa rejeição,
522840;524840;"04";ele voltou a se perder nessa compulsão alimentar,
524840;526840;"04";e engordou novamente,
526840;528840;"04";quase que afogado nessa tristeza.
528840;530840;"04";E aí, ele ouviu falar sobre esse tal
530840;532840;"04";de último grande torneio de queimar,
532840;534840;"04";e apostou todas as suas fichas
534840;538840;"04";de retornar as glórias para as Cobras Roxas,
538840;540840;"04";da Academia Globo e dele próprio.
540840;544840;"04";Hoje, o Bacana tem o atributo 4.
558840;560840;"03";Além de vocês três,
560840;562840;"03";o time precisava ter três jogadores reservas,
562840;564840;"03";e os três jogadores reservas são adolescentes,
564840;566840;"03";assim, quase adultos.
566840;568840;"03";É o Damien,
568840;570840;"03";que é um menino que só usa preto,
570840;572840;"03";pinta a ponta dos cabelos e as unhas,
572840;574840;"03";e está sempre com um ar triste,
574840;576840;"03";menos quando assiste partidas de queimada,
576840;578840;"03";mas ele esconde seu sorriso e o brilho nos olhos
578840;580840;"03";com o cabelo.
580840;582840;"03";Juliano, é um nerd negro
582840;584840;"03";que ama basquete e livros,
584840;586840;"03";tanto que ele costuma ler
586840;588840;"03";durante as partidas, enquanto está no banco de reserva,
588840;590840;"03";e não presta muita atenção
590840;592840;"03";no que está acontecendo.
592840;594840;"03";Harold Master, um rapaz comum
594840;596840;"03";que usa calça jeans
596840;598840;"03";e camiseta.
598840;600840;"03";Os reservas nunca jogaram oficialmente.
600840;602840;"03";Todas as partidas foram vencidas por vocês três,
602840;604840;"03";na verdade, perdidas,
604840;606840;"03";porque se vocês ficaram em 37
606840;608840;"03, 17";de 38 possíveis,
608840;610840;"03";vocês não devem ter ganho muita coisa.
610840;612840;"03";O fato é que os reservas
612840;614840;"03";estão no time apenas para completar
614840;616840;"03";a inscrição mesmo.
616840;618840;"03";Se isso fosse um videogame, eles seriam NPCs.
618840;620840;"03";Não esperem nada deles.
620840;622840;"03";Quando preencheram a inscrição,
622840;624840;"03";qual era o nome do time de vocês?
624840;626840;"03";Eu acho que já foi contado,
626840;628840;"03";mas vamos gravar isso.
628840;630840;"04, 03";Cobras roxas, claro.
630840;632840;"04, 03";Como eu falei,
632840;634840;"03";vocês haviam se classificado em
634840;636840;"03";37 de 38,
636840;638840;"03";mas com a desistência de um dos times,
638840;640840;"03";vocês foram chamados para jogar.
640840;642840;"03";O torneio, a primeira partida
642840;644840;"03";de vocês, é amanhã,
644840;646840;"03";e será contra o
646840;648840;"03";Queimada Bar e Motoclube de Jumazinha do Sul.
648840;650840;"03";O ônibus que vai levar vocês
650840;652840;"03";até o local da partida,
652840;654840;"03";onde vão acontecer os jogos.
654840;656840;"03";Ele já está estacionado lá de uma quadra
656840;658840;"03";que vocês usam para treinar
658840;660840;"03";quando não está chovendo.
660840;662840;"03";Dentro do ônibus já estão o motorista
662840;664840;"03";e os três reservas.
664840;666840;"03";E esse é o momento de vocês.
666840;668840;"03";Vocês estão ali no centro daquela quadra.
668840;670840;"03";Os três, né?
670840;672840;"03";Não sei se vão combinar algo,
672840;674840;"03";se vão dar alguma palavra de motivação entre si.
674840;676840;"03";Esse é o jogo de vocês.
676840;678840;"03";Vocês sabem que os reservas estão ali
678840;680840;"03";e são vocês três.
680840;682840;"03";Esse torneio é de vocês.
682840;684840;"03";E aí, vocês vão falar alguma coisa?
684840;686840;"03";O que vocês vão fazer ali
686840;688840;"04, 03";antes de entrar no ônibus?
688840;690840;"04";Eu começo dando palavras de incentivo para o Irineu
690840;692840;"04";e para a Regis, porque
692840;694840;"04";é agora, é a última chance
694840;696840;"04";das cobras-coxas de provarem como
696840;698840;"15, 04";grandes campeões.
698840;700840;"15, 04";Você falou que é para a Regis e para quem?
700840;702840;"15";Para o Irineu.
702840;704840;"15, 06";Quem? Ah, é. Desculpa.
704840;706840;"06";Eu estou coçando a cabeça com uma gota gigante
706840;708840;"06";na minha testa, parada,
708840;710840;"06";nada.
712840;714840;"04";Desculpa. Mas eu já chego...
714840;716840;"04";Gente, agora
716840;718840;"04";é a nossa hora. Agora é a hora
718840;720840;"04";da gente se provar.
720840;722840;"15, 04, 06";Agora é a hora de mostrar do que a gente
722840;724840;"15, 04, 06";é feito. Bora!
724840;726840;"06";O Irineu está tremendo num canto, assim,
726840;728840;"15, 06";envolvendo com a cabeça baixa.
728840;730840;"15";A Regis está espumando.
730840;732840;"15, 04, 06";A gente está no ônibus
732840;734840;"04";para ir para o jogo. Não está para começar o jogo agora, não.
734840;736840;"04, 03";Não, vocês estão na quadra
736840;738840;"03";ao lado do ônibus.
738840;740840;"03";O ônibus que espera vocês para levar,
740840;742840;"05, 03";porque o jogo é amanhã. Ah, tá. Beleza.
742840;744840;"05, 03";Mas vocês vão viajar daqui a pouco.
744840;746840;"05, 03";Beleza. E está tudo pronto para a viagem, né?
746840;748840;"05, 03";Tudo pronto. Vocês vão me dizer,
748840;750840;"15, 03";entramos no ônibus, algo vai acontecer.
750840;752840;"15";Beleza. Mochilinha com as barras, assim,
752840;754840;"15";de cereal, né?
754840;756840;"15";Com um desodorantezinho básico
756840;758840;"15, 04";e é isso.
758840;760840;"04";Informe já tudo arrumado ali.
760840;762840;"04";A minha roupa,
