Calma gente, deixa eu explicar, pra quem é ouvinte do RPG Guaxa, esse episódio tá saindo extra no mês, e pra quem é ouvinte apenas do Spin de Notícias, ele tá saindo no feed do Spin, mas tem um bom motivo pra isso.
Vejam só, em comemoração aos 8 anos do primeiro podcast do Portal do Aviante, o SciCast, teremos essa semana de SciCast, ou seja, episódios de temática de ciência forense, no Spin de Notícias, no SciCast, deve rolar também no Missangas, no Contrafactual, tudo isso pra você que tem um detetive dentro de você, ou é apenas curioso no assunto.
Que maneira melhor de começar isso, se não com um crime, um crime à la Agatha Christie?
Então vem comigo, escuta esse episódio que foi gravado na forma de RPG, mas editado como se fosse um audiodrama, e eu desafio você, ao chegar ao final do episódio, e descobrir quem matou Samanta Potter.
Episódio de hoje, morte na estação de esqui, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim, e o Felipe Xavier, do Arquivos da Patrulha, da RPG Guaxa, e do coração de cada brasileiro.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim, e do coração de cada brasileiro.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim, e do coração de cada brasileiro.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim, e do coração de cada brasileiro.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim.
Episódio de hoje, morte na estação de Agatha Christie, com a Debbie, aqui do Portal do Aviante, com a Fabiola Belo, nossa madrinha e cantora da Taberna do Guaxinim.
