0;9320;"13";Até onde vai o seu amor pelo seu ídolo?
9720;11800;"13";Que regras você quebraria para conhecê-lo?
12240;17700;"13";Recentemente tivemos notícias de um fã que invadiu o espaço de um famoso e isso acabou na delegacia.
18120;21060;"13";E agora você deve estar pensando, nossa, o Guaxa datou o episódio.
21440;22580;"13";Mas é aí que você se engana.
23020;27100;"13";Gente fazendo bobagem por conta de uma admiração é atemporal.
27100;33600;"13";Hoje, algumas adolescentes vão encontrar não só seus ídolos, mas um ídolo dos ouvintes.
34240;36960;"13";Episódio de hoje, o som da escuridão.
37640;39840;"13";Com a Juleiva, madrinha do RPGuaxa.
40040;42420;"13";Com a Deba, madrinha do RPGuaxa.
42520;45200;"13";E com a Karol, lá do contador de histórias.
45400;47000;"13";Conheçam o contador de histórias, gente.
47700;51100;"12";O Realidades Paralelas do Guaxinim usa o sistema Guaxinim's Gambiarras.
51820;55220;"12";Nele, cada jogador possui um único atributo que vai de 2 a 5.
55220;58960;"12";Quanto maior o atributo, mais atlético e forte fisicamente é o personagem.
59320;61500;"12";Quanto menor, mais inteligente e carismático.
61960;64320;"12";Sempre que o jogador faz alguma coisa com uma chance de errar,
64580;67360;"12";ele joga dois dados e precisa tirar seu atributo ou menos
67360;71520;"12";para ataques e ações físicas e seu atributo ou mais para ações intelectuais ou sociais.
71980;75240;"12";Se a jogada for fácil e tiver algum auxílio, joga-se um dado a mais.
75640;77640;"12";Se for difícil, rola-se um dado a menos.
78080;80320;"12";Eu sou o Mikio e sou padrinho do RPGuaxa,
80460;84160;"12";porque além das histórias incríveis que você encontra sendo contadas no feed desse podcast,
84160;89720;"12";a taverna é uma comunidade incrível, super receptiva e talvez a mais atóxica da internet hoje.
90260;92380;"12";Seja você também um padrinho e venha fazer parte dela.
92740;93780;"13";Não deixe de seguir nas redes sociais,
93860;96820;"13";o meu nome é Marcelo Guaxinim e é arroba RPGuaxa tanto no Twitter quanto no Instagram.
97300;100620;"13";Considere também nos apoiar no PicPay ou no Padrim e boa aventura.
114160;121700;"14";Sete realidades paralelas, uma infinidade de possibilidades, três jogadores e um guaxinim.
122440;126940;"14";Escolha seu carro, pise no acelerador e cuidado com a corredora de rosa,
127340;130100;"14";porque será dada a largada para a nossa aventura.
133420;134380;"14, 17";Cinco.
136380;137340;"14, 04, 17";Quatro.
139340;140260;"00";Três.
142260;142860;"04";Dois.
144160;145160;"unknown";Três.
147300;150420;"00";RPG, Realidades Paralelas do Guaxinim.
150780;153200;"00";Sua aventura de bolso na forma de podcast.
153600;156100;"00";Uma jornada completa a cada episódio.
171300;173080;"13";O Boulevard Boys
173080;174100;"13";O Boulevard Boys é um grupo musical,
174160;177500;"13";formado por Noah, Kylo, Barry e Harry.
177840;181620;"13";Eles estão em todas as paradas de sucesso das plataformas digitais
181620;186700;"13";e são provavelmente o único grupo que ainda vende CDs e Blu-rays em larga escala.
187420;188980;"13";Pouco se sabe sobre o quarteto.
188980;193260;"13";O Noah nasceu no Queens e teve uma rápida passagem para alguns times universitários de basquete.
193660;195240;"13";O Kylo é provavelmente mexicano.
195660;197860;"13";Barry e Harry são gêmeos ingleses.
198400;199680;"13";E só isso.
200240;202980;"13";Pouco se fala sobre o passado e mesmo sobre o presente,
203160;203980;"13";se resolve...
204160;207000;"13";o filme a notícias de novas músicas e videoclipes.
207320;209360;"13";Os quatro são solteiros e afirmam,
209700;210860;"13";através de suas redes sociais,
211400;212900;"13";que devido a sua vida corrida,
213340;215040;"13";seus únicos amores são seus fãs.
215740;216640;"13";Em especial Harry,
217020;218980;"13";que costuma mandar beijos e boa noite
218980;221020;"13";para mais de 100 perfis por noite.
221380;222580;"13";Ao contrário do que se imagina,
222720;224760;"13";a agenda de shows presenciais
224760;226200;"13";é bem limitada.
226800;229120;"13";Eles preferem se dedicar à gravação de videoclipes,
229300;230680;"13";de participação em grandes filmes.
230680;232680;"13";Seus shows presenciais costumam ser gigantescos
232680;234680;"13";e dedicados à filantropia.
234680;236680;"13";Esse mês, apenas dois shows serão feitos.
236680;240680;"13";O primeiro deles será no Museu Infantil de San Luis, no Arizona.
240680;244680;"13";Não confundir com o Museu Infantil de Indiana.
244680;248680;"13";O Museu Infantil de San Luis estava para ser fechado,
248680;250680;"13";mas graças a uma carta escrita por alguns fãs,
250680;255680;"13";o show foi organizado e vai levantar fundos para salvar o museu.
255680;258680;"13";O museu conta com três estudantes bolsistas,
258680;260680;"13";além de seus funcionários regulares,
260680;262640;"13";que ajudam em sua manutenção e possuem
262640;265640;"13";livre acesso, isso é muito importante,
265640;268640;"13";a todas as áreas do museu, com a famosa chave mestra.
268640;271640;"13";Essa noite, elas vão ver um show de perto,
271640;273640;"13";e ao final, quando todos forem embora,
273640;276640;"13";elas vão poder visitar o camarim do quarteto.
276640;279640;"13";Notem que elas não pediram para visitar o camarim.
279640;281640;"13";Nenhuma fã já visitou o camarim.
281640;285640;"13";E se elas pedissem, seria obviamente negado.
285640;287640;"13";Mas se não foi negado,
287640;288640;"13";porque elas não pediram,
288640;290640;"13";e se elas têm a chave,
290640;291640;"13";por que não?
291640;294640;"13";Só se vive uma vez, não é verdade?
294640;295640;"13";Mas antes de continuar,
295640;297640;"13";vamos conhecer quem são essas meninas,
297640;298640;"13";essas adolescentes,
298640;300640;"13";e eu queria ouvir da Juleiva,
300640;303640;"13";falar sobre a sua personagem, aparência e atributo.
303640;306640;"13, 03";Boa noite, eu vou jogar com a Salomé.
306640;308640;"03";A Salomé tem 17 anos,
308640;310640;"03";e o atributo dela é o 5.
310640;312640;"03";Ela tem cabelos longos e castanhos,
312640;314640;"03";não é nem gorda, nem magra.
314640;316640;"03";Os pais da Salomé são latinos.
316640;318640;"03";Ela vem de uma família humilde.
318640;320640;"03";Ela estagia no museu há quase um ano.
321640;323640;"03";Não é muito inteligente.
323640;325640;"03";Ela ama os Boulevard Boys,
325640;327640;"03";especialmente o Kylo.
327640;329640;"03";Guardou dinheiro e,
329640;331640;"03";escondida da família,
331640;333640;"03";tatuou o nome dele nas costelas.
333640;335640;"03";Está escrito Kylo,
335640;337640;"03";e o nome está envolvido em flores vermelhas.
337640;339640;"03";Ela está disposta a mostrar a tatuagem
339640;341640;"03";feita em homenagem ao seu bias.
341640;343640;"13, 03";Deba, fala sobre sua personagem,
343640;344640;"13, 04, 03";aparência e atributo.
344640;346640;"04";Oi gente, hoje eu vou jogar com a Abby.
346640;348640;"04";Ela tem 16 anos,
348640;350640;"04";e o atributo dela é 3.
350640;352640;"04";Ela é bem alta e gorda,
352640;353640;"04";com a pele clara,
353640;355640;"04";os cabelos lisos e loiros com franja,
355640;357640;"04";aparelho nos dentes, bochechas rosadas
357640;359640;"04";e olhos bem azuis,
359640;361640;"04";como uma típica americana.
361640;363640;"04";Um semblante gentil e muito bonita,
363640;365640;"04";os braços e pernas bem fortes.
365640;367640;"04";A Abby é aquela amiga que adora
367640;369640;"04";abraçar os seus amigos e tem um riso fácil.
369640;372640;"04";Ela é apaixonada pelo Boulevard Boys.
372640;374640;"04";Ela salva e imprime todos os posts
374640;376640;"04";que os meninos postam nas redes sociais
376640;378640;"04";e guarda numa pasta física bem old school,
378640;381640;"04";dedicada às notícias dos seus ídolos.
381640;384640;"04";Ela jura que ama todos igualmente,
384640;387640;"04";mas gosta mais do Noah secretamente.
387640;389640;"13, 04";E por último, Carol,
389640;390640;"13";fala sobre sua personagem,
390640;391640;"13";aparência e atributo.
391640;393640;"13, 05";Oi gente, hoje eu vou jogar com a Amy.
393640;396640;"05";Ela tem 17 anos,
396640;398640;"05";o meu atributo é 4.
398640;402640;"05";E a aparência dela não é nem gorda,
402640;404640;"05";nem magra, ela é bem alta,
404640;407640;"05";os olhos bem castanhos, bem escuros,
407640;409640;"05";tipo jabuticaba.
409640;411640;"05";O cabelo é castanho acobreado,
411640;414640;"05";bem cacheado e na altura dos ombros.
414640;416640;"05";Ela é meio desengonçada,
416640;419640;"05";sempre bate o dedinho do pé em alguma quina.
419640;422640;"05";E já quebrou muita coisa nessas lojas de bugiganga,
422640;424640;"05";sempre tem que pagar por alguma coisa que ela quebrou.
424640;426640;"05";Ela tá sempre vestida de preto
426640;430640;"05";e usa a mesma jaqueta de couro sintético há muitos anos.
430640;433640;"05";Ela tem o olhar sério e a cara bem fechada,
433640;436640;"05";porque ela quer passar uma imagem de roqueira rebelde,
436640;438640;"05";mas ama o boulevard do segredo.
438640;440640;"05";Quando ela tá sozinha,
440640;442640;"05";gosta de gravar dancinhas de Tik Tok
442640;444640;"05";com as músicas deles,
444640;446640;"05";mas não publica, é só pra ela ver.
446640;448640;"05";Então ela salva e vê depois.
448640;451640;"05";As únicas pessoas que sabem desse amor secreto
451640;453640;"05";são as amigas dela do museu,
453640;456640;"05";porque uma vez elas flagraram ela dançando,
456640;458640;"05";as dancinhas do Tik Tok,
458640;460640;"05";na parte de história natural do museu,
460640;462640;"05";usando os animais empalados de cenário.
462640;465640;"05";E o sonho dela é receber um Boa Noite do Harry,
465640;468640;"05";no perfil fake dela do Instagram,
468640;471640;"05";ou, quem sabe, pessoalmente.
486640;490640;"13";O responsável pelo museu é o Sr. Alastair McMurray,
490640;493640;"13";o senhor que curte musculação e entende zero de história.
493640;496640;"13";Talvez por isso os programas financeiros do museu.
496640;500640;"13";Antes do show, ele tava bem nervoso,
500640;502640;"13";ele chamou vocês pra uma reunião rápida,
502640;507640;"13";antes do museu ser esvaziado da equipe regular.
507640;510640;"13";Ele tá na pequena sala dele,
510640;513640;"13";tentando colocar o nó da gravata,
513640;515640;"13";terminando de se arrumar,
515640;517640;"13";e ele fala com vocês.
517640;519640;"13";Por que recebemos pedras?
519640;522640;"13";E ele coloca uma caixa da Fedex aberta em cima,
522640;524640;"13";em cima da mesa.
524640;526640;"13, 18";Pedras?
526640;527640;"03";Isso é coisa...
527640;528640;"03";Isso é coisa do senhor, né?
528640;530640;"03";Eu não sei.
530640;532640;"13";A gente pediu essas...
532640;533640;"13, 01";pedras?
533640;536640;"13";Ele abre assim a caixa,
536640;537640;"13";ela tem muito...
537640;540640;"13";tipo uma palha pra amortecer, né?
540640;543640;"13";E três bolinhas pequenininhas,
543640;547640;"13";parecem mais de ferro do que realmente de pedra, né?
547640;549640;"13";Tão tão bem desgastada pelo tempo.
549640;551640;"13";Por que recebemos isso?
551640;552640;"13, 05";Ah, não sei.
552640;553640;"05";Você não pediu?
553640;554640;"01";Não.
554640;557640;"01";Isso chegou tem umas... três semanas.
557640;560640;"01";E eu abri só hoje porque tava procurando uma papelada.
560640;563640;"01";Vocês acreditam que as doações precisam ser em uma conta do museu?
563640;567640;"01";Que não posso receber direto na minha e depois repassar?
569640;572640;"01, 04";É uma burocracia sem tamanho, minha vida.
572640;573640;"04";Realmente.
573640;576640;"04";A caixa não tinha o remetente, senhor McMurray?
576640;577640;"01, 04";Tem.
577640;579640;"01";Vem de um museu na Europa.
579640;580640;"01, 04";Eu vou dar uma olhada na caixa.
581640;583640;"13, 01";Rola dois dados.
583640;584640;"13";Um e quatro.
584640;587640;"13, 04";Então tributo é três, tu tem um acerto simples.
587640;590640;"13";O endereço ali, tu dá uma olhada.
590640;594640;"13";Não tem o nome da instituição, né?
594640;597640;"13";Mas conferindo ali, provavelmente tu tem celular, né?
597640;599640;"13";Tu confere o endereço ali.
599640;603640;"13";É de um pequeno museu que fica na Europa.
603640;606640;"13";E tu sacou qual foi o erro.
606640;609640;"13";Existe um museu com o mesmo nome em Indiana.
609640;610640;"13";É.
610640;617640;"13";E eles colocaram Indiana como remetente, mas o endereço tá copiado, o endereço de vocês.
617640;619640;"13";Então só foi enviado pro museu errado.
619640;621640;"13, 04";Ah, senhor McMurray.
621640;626640;"04";Eu acho que eles iam enviar essas pedrinhas pro museu de Indiana.
626640;628640;"04";Eles devem ter confundido.
